id met_invertebrate met_primary_producer met_ectotherm_vertebrate mov_swimming mov_other mov_sessile mov_walking log_mass
0 0 0 1 1 0 0 0 0.6444385894678386
1 1 0 0 0 0 0 1 0.5899496013257077
2 1 0 0 1 0 0 0 -3.0
3 1 0 0 1 0 0 0 -0.6861327796308466
4 1 0 0 0 0 0 1 -2.0
5 0 1 0 0 1 0 0 -4.0
6 1 0 0 0 0 1 0 -2.0969100130080562
7 1 0 0 1 0 0 0 -3.0
8 1 0 0 0 0 0 1 -2.0
9 1 0 0 0 0 0 1 -2.0
10 1 0 0 0 0 1 0 1.0354297381845483
