id met_endotherm_vertebrate met_invertebrate met_ectotherm_vertebrate mov_walking mov_flying mov_other mov_swimming log_mass
0 0 1 0 1 0 0 0 -4.401209493236885
1 0 1 0 1 0 0 0 -4.401209493236885
2 0 1 0 1 0 0 0 -4.241088107602026
3 0 1 0 1 0 0 0 -3.162915585224981
4 0 1 0 0 1 0 0 -3.045992555734253
5 0 1 0 1 0 0 0 -3.6786149377797703
6 0 1 0 1 0 0 0 -0.6767030140479745
7 0 1 0 1 0 0 0 -2.011355664046943
8 1 0 0 0 1 0 0 2.322219294733919
9 0 0 1 1 0 0 0 1.0
10 1 0 0 0 1 0 0 1.1139433523068367
11 1 0 0 1 0 0 0 3.6989700043360187
12 0 1 0 1 0 0 0 -1.5671214076168638
13 0 1 0 1 0 0 0 -1.6499883487058749
14 0 1 0 1 0 0 0 -1.8082521514219363
15 0 1 0 1 0 0 0 -1.7072564408935238
16 0 1 0 1 0 0 0 -0.932466909201775
17 0 1 0 0 1 0 0 -3.933018468200503
18 0 1 0 0 1 0 0 -1.6186024940037866
19 0 1 0 1 0 0 0 -3.8311755928303914
20 0 1 0 1 0 0 0 -3.8342394583039883
21 0 1 0 1 0 0 0 -3.5585153872046544
22 0 1 0 1 0 0 0 -3.139385331155297
23 0 1 0 1 0 0 0 -1.4123867566219426
24 0 1 0 1 0 0 0 -2.684903527993629
25 0 1 0 1 0 0 0 -3.5301470692438075
26 0 1 0 0 1 0 0 -1.500908873014829
27 0 1 0 0 1 0 0 -1.500908873014829
28 0 1 0 0 1 0 0 -1.61121455981627
29 0 1 0 0 1 0 0 -1.583349375881278
30 0 1 0 0 1 0 0 -1.263120918131119
31 0 1 0 0 1 0 0 -1.2164254233828935
32 0 1 0 1 0 0 0 -2.53372137387798
33 0 1 0 1 0 0 0 -1.7173117851470883
34 0 1 0 1 0 0 0 -3.612250783530338
35 0 1 0 1 0 0 0 -1.9632942317384154
36 0 1 0 1 0 0 0 -1.7962829037194956
37 0 1 0 1 0 0 0 -2.2441208014044043
38 0 1 0 1 0 0 0 -3.4862219090764355
39 0 1 0 1 0 0 0 -3.6786149377797703
40 0 1 0 1 0 0 0 -2.2797612072981064
41 0 1 0 1 0 0 0 -2.2884184940806094
42 0 1 0 1 0 0 0 -2.775653177519495
43 0 1 0 1 0 0 0 -1.7987832409371871
44 0 1 0 1 0 0 0 -2.097992809264027
45 0 0 1 1 0 0 0 1.3010299956639813
46 0 0 1 1 0 0 0 1.6020599913279625
47 0 0 1 1 0 0 0 2.0
48 0 1 0 1 0 0 0 -3.4725995496944693
49 0 1 0 1 0 0 0 -3.4797405502672025
50 0 1 0 1 0 0 0 -1.8541497534445237
51 0 1 0 1 0 0 0 -1.6303750777102142
52 0 1 0 1 0 0 0 -1.0689078228968403
53 0 1 0 1 0 0 0 -2.06540540862021
54 0 1 0 1 0 0 0 -2.268480211733375
55 0 1 0 1 0 0 0 -2.053364819592577
56 0 1 0 1 0 0 0 -3.129166110285671
57 0 1 0 1 0 0 0 -3.8311755928303914
58 0 1 0 1 0 0 0 -1.759174239105064
59 0 1 0 1 0 0 0 -1.8541497534445235
60 0 1 0 1 0 0 0 -1.532185849484152
61 0 1 0 1 0 0 0 -2.4849696120284843
62 0 1 0 1 0 0 0 -3.133224870681251
63 0 1 0 1 0 0 0 -0.6740867738775266
64 0 1 0 0 1 0 0 -1.4820627252632375
65 0 1 0 1 0 0 0 -2.223558671556699
66 0 1 0 1 0 0 0 -2.7794596640172204
67 0 1 0 0 1 0 0 -2.2810181954350144
68 0 1 0 0 1 0 0 -3.429356670309371
69 0 1 0 0 1 0 0 -3.111591339971919
70 0 1 0 0 0 0 1 -2.4785743568294087
71 0 1 0 1 0 0 0 -3.6786149377797703
72 0 1 0 1 0 0 0 -3.4725995496944693
73 0 1 0 1 0 0 0 -3.8809091475782784
74 0 1 0 1 0 0 0 -2.040000828272386
75 0 1 0 0 1 0 0 -3.4516326964348525
76 0 1 0 1 0 0 0 -1.9237856869843326
77 0 1 0 0 1 0 0 -3.5072982656355918
78 0 1 0 1 0 0 0 -3.5585153872046544
79 0 1 0 1 0 0 0 -2.357801084055539
80 0 1 0 1 0 0 0 -2.6453634264333115
81 0 1 0 1 0 0 0 -1.0678087251340875
82 0 1 0 1 0 0 0 -1.2422885010203517
83 0 1 0 1 0 0 0 -2.1206655248841706
84 0 1 0 1 0 0 0 -2.6361361647489945
85 0 1 0 0 1 0 0 -2.7107487155752117
86 0 1 0 1 0 0 0 -3.8342394583039883
87 0 1 0 1 0 0 0 -3.227020014641423
88 0 1 0 1 0 0 0 -2.106877281610919
89 0 1 0 1 0 0 0 -3.5551217839332625
90 0 1 0 0 1 0 0 -3.2744542434484982
91 0 1 0 1 0 0 0 -1.06890782289684
92 0 1 0 1 0 0 0 -3.3093167199508917
93 0 1 0 1 0 0 0 -3.1251449306629713
94 0 1 0 1 0 0 0 -4.530177984021837
95 0 1 0 1 0 0 0 -2.291880916146443
96 0 1 0 1 0 0 0 -2.9464463986028333
97 0 1 0 1 0 0 0 -0.7608388212533198
98 0 1 0 1 0 0 0 -3.4359355009512984
99 0 1 0 1 0 0 0 -3.5585153872046544
100 0 1 0 1 0 0 0 -2.2441208014044043
101 0 1 0 0 1 0 0 -2.0314163815121953
102 0 1 0 0 1 0 0 -2.8765142347764607
103 0 1 0 0 1 0 0 -2.8765142347764607
104 0 1 0 0 1 0 0 -1.8219013589001187
105 0 1 0 0 1 0 0 -2.2967308101662187
106 0 1 0 1 0 0 0 -3.4658989782582417
107 0 1 0 1 0 0 0 -3.2071938271699145
108 0 1 0 1 0 0 0 -1.9237856869843326
109 0 1 0 0 1 0 0 -3.543641559498199
110 0 1 0 1 0 0 0 -1.9482556962707713
111 0 1 0 1 0 0 0 -1.9751982087537245
112 0 1 0 0 1 0 0 -2.7973332610726
113 0 1 0 0 0 1 0 -2.2744544068547365
114 0 1 0 0 1 0 0 -3.5988339036358905
115 0 1 0 1 0 0 0 -3.1251449306629713
116 0 1 0 1 0 0 0 -0.9066147200478085
117 0 1 0 1 0 0 0 -1.9463729242269625
118 0 1 0 1 0 0 0 -1.6616609013012826
119 0 1 0 1 0 0 0 -1.9796459694676447
120 0 1 0 1 0 0 0 -3.139385331155297
121 0 1 0 1 0 0 0 -2.357801084055539
122 0 1 0 1 0 0 0 -2.268480211733375
123 1 0 0 1 0 0 0 1.5440680443502757
124 0 1 0 0 1 0 0 -2.7740808078925348
125 0 1 0 0 1 0 0 -2.7740808078925348
126 0 1 0 0 0 1 0 -0.9973078186772499
127 0 1 0 1 0 0 0 -0.6470521730795386
128 0 1 0 1 0 0 0 -1.4123867566219426
129 0 1 0 1 0 0 0 -2.040000828272386
130 0 1 0 0 1 0 0 -3.6226919272305804
131 0 1 0 1 0 0 0 -2.250299387686847
132 0 1 0 0 1 0 0 -3.195273269744638
133 0 1 0 1 0 0 0 -2.2797612072981064
134 0 1 0 1 0 0 0 -2.053364819592577
135 0 1 0 1 0 0 0 -4.530177984021837
136 0 1 0 1 0 0 0 -1.8908061444494477
137 0 1 0 0 1 0 0 -2.451111338134304
138 0 1 0 0 1 0 0 -3.766597722188105
139 0 1 0 1 0 0 0 -2.684903527993629
140 0 1 0 0 1 0 0 -3.5501792371266445
141 0 1 0 1 0 0 0 -2.6077058789985523
142 0 1 0 0 1 0 0 -1.9844197996821227
143 0 1 0 1 0 0 0 -3.5301470692438075
144 0 1 0 1 0 0 0 -4.530177984021837
145 0 1 0 1 0 0 0 -0.8823041122877335
