id met_invertebrate met_primary_producer met_detritus met_ectotherm_vertebrate met_other met_heterotrophic_bacteria met_endotherm_vertebrate mov_walking mov_swimming mov_sessile mov_other_nonliving mov_flying log_mass mass_missing
151 1 0 0 0 0 0 0 1 0 0 0 0 -2.9290730176625863 0
152 1 0 0 0 0 0 0 1 0 0 0 0 -0.030629396429887674 0
153 0 0 0 1 0 0 0 0 1 0 0 0 3.266540003362127 0
154 0 0 0 1 0 0 0 0 1 0 0 0 1.2062471317201904 0
155 0 0 0 1 0 0 0 0 1 0 0 0 3.3556353906386516 0
156 0 0 0 1 0 0 0 0 1 0 0 0 1.7481402806831294 0
157 1 0 0 0 0 0 0 1 0 0 0 0 3.3010299956639813 0
158 1 0 0 0 0 0 0 0 1 0 0 0 -7.22548303427145 0
159 1 0 0 0 0 0 0 0 0 1 0 0 -2.929073017662586 0
160 0 0 0 1 0 0 0 0 1 0 0 0 2.1923722835985116 0
161 0 0 0 1 0 0 0 0 1 0 0 0 2.6570558528571038 0
162 0 0 0 1 0 0 0 0 1 0 0 0 3.559755852022423 0
163 0 0 0 1 0 0 0 0 1 0 0 0 0.4413946035642501 0
164 0 0 0 1 0 0 0 0 1 0 0 0 2.796837882465748 0
165 1 0 0 0 0 0 0 0 0 1 0 0 -0.4592813602527768 0
166 1 0 0 0 0 0 0 1 0 0 0 0 2.5770398497892546 0
167 1 0 0 0 0 0 0 1 0 0 0 0 -1.6647470182965172 0
168 1 0 0 0 0 0 0 0 1 0 0 0 -3.3949558244125324 0
169 0 0 0 1 0 0 0 0 1 0 0 0 1.1635870290422021 0
170 1 0 0 0 0 0 0 0 1 0 0 0 -1.2949553798790985 0
171 1 0 0 0 0 0 0 0 1 0 0 0 -2.2099853512201166 0
172 1 0 0 0 0 0 0 0 1 0 0 0 -3.3949558244125324 0
173 1 0 0 0 0 0 0 0 1 0 0 0 -4.396855627379818 0
174 0 0 0 1 0 0 0 0 1 0 0 0 3.174738508166677 0
175 0 0 0 1 0 0 0 0 1 0 0 0 3.656665386302633 0
176 1 0 0 0 0 0 0 0 1 0 0 0 -1.032584030988757 0
177 0 0 0 1 0 0 0 0 1 0 0 0 3.4551545787319458 0
178 1 0 0 0 0 0 0 0 1 0 0 0 -2.3930007425075135 0
179 0 0 0 1 0 0 0 0 1 0 0 0 2.731484006202963 0
180 0 0 0 1 0 0 0 0 1 0 0 0 3.840671188110965 0
181 0 0 0 1 0 0 0 0 1 0 0 0 4.238064267052892 0
182 1 0 0 0 0 0 0 0 1 0 0 0 -1.92711835289192 0
183 0 0 0 1 0 0 0 0 1 0 0 0 2.3541084391474008 0
184 0 0 0 1 0 0 0 0 1 0 0 0 1.2062471317201904 0
185 0 0 0 1 0 0 0 0 1 0 0 0 1.460782592910087 0
186 1 0 0 0 0 0 0 0 1 0 0 0 -1.9271183528919198 0
187 1 0 0 0 0 0 0 1 0 0 0 0 -1.6202494995168706 0
188 1 0 0 0 0 0 0 0 0 1 0 0 -0.8290730033791007 0
189 1 0 0 0 0 0 0 0 0 1 0 0 -1.0793644614152076 0
190 0 0 0 1 0 0 0 0 1 0 0 0 3.3059592502144906 0
191 0 0 0 1 0 0 0 0 1 0 0 0 3.1337879176287133 0
192 0 0 0 1 0 0 0 0 1 0 0 0 3.4551545787319458 0
193 0 0 0 1 0 0 0 0 1 0 0 0 3.6989700043360187 0
194 1 0 0 0 0 0 0 0 0 1 0 0 -1.1543671207700124 0
195 1 0 0 0 0 0 0 0 1 0 0 0 -2.762792417222378 0
196 0 0 0 1 0 0 0 0 1 0 0 0 1.398055530925578 0
197 1 0 0 0 0 0 0 0 0 1 0 0 -1.958607314841775 0
198 1 0 0 0 0 0 0 1 0 0 0 0 2.0863598306747484 0
199 0 0 0 1 0 0 0 0 1 0 0 0 2.6785566171224033 0
200 0 0 0 1 0 0 0 0 1 0 0 0 4.238064267052892 0
201 1 0 0 0 0 0 0 1 0 0 0 0 -3.7647468618391917 0
202 1 0 0 0 0 0 0 1 0 0 0 0 -1.7227358168203235 0
203 0 0 0 1 0 0 0 0 1 0 0 0 1.654141381860885 0
204 0 0 0 1 0 0 0 0 1 0 0 0 0.40434190529647296 0
205 1 0 0 0 0 0 0 1 0 0 0 0 -2.929073017662586 0
206 1 0 0 0 0 0 0 1 0 0 0 0 -2.2969099920009572 0
207 0 0 0 0 0 1 0 0 1 0 0 0 -9.694648630553376 0
208 1 0 0 0 0 0 0 0 1 0 0 0 -7.87942606879415 0
209 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
210 1 0 0 0 0 0 0 0 1 0 0 0 -2.2969099920009577 0
211 1 0 0 0 0 0 0 1 0 0 0 0 -1.4612359898862488 0
212 1 0 0 0 0 0 0 0 1 0 0 0 -7.87942606879415 0
213 1 0 0 0 0 0 0 0 0 1 0 0 -1.6647470182965174 0
214 1 0 0 0 0 0 0 0 0 1 0 0 -1.6647470182965174 0
215 1 0 0 0 0 0 0 0 0 1 0 0 -1.6647470182965174 0
216 1 0 0 0 0 0 0 0 0 1 0 0 -1.6647470182965174 0
217 1 0 0 0 0 0 0 0 0 1 0 0 -1.4612359898862488 0
218 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
219 1 0 0 0 0 0 0 0 1 0 0 0 -1.0717780898564382 0
220 1 0 0 0 0 0 0 1 0 0 0 0 -2.9290730176625863 0
221 1 0 0 0 0 0 0 0 1 0 0 0 -4.863279432843593 0
222 1 0 0 0 0 0 0 0 0 1 0 0 -4.600326278518962 0
223 1 0 0 0 0 0 0 1 0 0 0 0 -3.3949558244125324 0
224 1 0 0 0 0 0 0 0 0 1 0 0 -1.032584030988757 0
225 0 0 0 1 0 0 0 0 1 0 0 0 2.787886690768477 0
226 0 0 0 1 0 0 0 0 1 0 0 0 4.238064267052892 0
227 1 0 0 0 0 0 0 0 0 1 0 0 -3.559204226927529 0
228 1 0 0 0 0 0 0 0 0 1 0 0 -2.2969099920009572 0
229 1 0 0 0 0 0 0 0 0 1 0 0 -4.493494967595128 0
230 1 0 0 0 0 0 0 0 1 0 0 0 -3.7647468618391917 0
231 0 0 0 1 0 0 0 0 1 0 0 0 4.421023713228413 0
232 1 0 0 0 0 0 0 1 0 0 0 0 2.505149978319906 0
233 1 0 0 0 0 0 0 0 1 0 0 0 -4.600326278518962 0
234 1 0 0 0 0 0 0 1 0 0 0 0 2.3010299956639813 0
235 1 0 0 0 0 0 0 1 0 0 0 0 1.1713020907648939 1
236 1 0 0 0 0 0 0 1 0 0 0 0 -0.5222041283414764 0
237 1 0 0 0 0 0 0 0 1 0 0 0 -1.6647470182965174 0
238 1 0 0 0 0 0 0 0 0 1 0 0 -1.2949553798790987 0
239 1 0 0 0 0 0 0 0 0 1 0 0 0.4352529778757013 0
240 1 0 0 0 0 0 0 0 1 0 0 0 -4.027334407733889 0
241 1 0 0 0 0 0 0 0 1 0 0 0 -4.027334407733889 0
242 1 0 0 0 0 0 0 1 0 0 0 0 -1.92711835289192 0
243 1 0 0 0 0 0 0 0 1 1 0 0 0.6057637522749793 0
244 1 0 0 0 0 0 0 0 0 0 0 1 -1.2955173320150974 0
245 0 0 0 1 0 0 0 0 1 0 0 0 0.6948555635003844 0
246 1 0 0 0 0 0 0 1 0 0 0 0 -2.9290730176625863 0
247 1 0 0 0 0 0 0 1 0 0 0 0 -2.057628978877431 0
248 1 0 0 0 0 0 0 0 1 0 0 1 -0.7085985209596946 0
249 0 0 0 1 0 0 0 0 1 0 0 0 3.273929211356975 0
250 0 0 0 1 0 0 0 0 1 0 0 0 1.5412049168860489 0
251 0 0 0 1 0 0 0 0 1 0 0 0 1.4440883153561246 0
252 1 0 0 0 0 0 0 0 1 0 0 0 -5.494850021680094 0
253 1 0 0 0 0 0 0 0 0 1 0 0 1.7781512503836436 0
254 1 0 0 0 0 0 0 0 0 1 0 0 1.7781512503836436 0
255 1 0 0 0 0 0 0 1 0 0 0 0 -1.032584030988757 0
256 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
257 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
258 1 0 0 0 0 0 0 0 1 0 0 0 -2.7627924172223777 0
259 1 0 0 0 0 0 0 0 1 0 0 0 -3.3949558244125324 0
260 1 0 0 0 0 0 0 0 1 0 0 0 -3.3949558244125324 0
261 1 0 0 0 0 0 0 0 0 1 0 0 -1.0793644614152076 0
262 1 0 0 0 0 0 0 0 1 0 0 0 -3.3949558244125324 0
263 1 0 0 0 0 0 0 0 1 0 0 0 -3.3949558244125324 0
264 1 0 0 0 0 0 0 0 0 1 0 0 -1.2949553798790987 0
265 1 0 0 0 0 0 0 1 0 0 0 0 -2.2969099920009572 0
266 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
267 1 0 0 0 0 0 0 0 0 1 0 0 0.28703272188274875 0
268 1 0 0 0 0 0 0 1 0 0 0 0 -2.6897920093863745 0
269 1 0 0 0 0 0 0 0 1 0 0 0 -4.863279432843593 0
270 1 0 0 0 0 0 0 0 1 0 0 0 -4.863279432843593 0
271 1 0 0 0 0 0 0 0 1 0 0 0 -4.863279432843593 0
272 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
273 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
274 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
275 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
276 1 0 0 0 0 0 0 0 0 1 0 0 -3.3949558244125324 0
277 1 0 0 0 0 0 0 0 0 1 0 0 -0.1788496523277437 0
278 1 0 0 0 0 0 0 1 0 0 0 0 -1.6647470182965174 0
279 1 0 0 0 0 0 0 0 1 0 0 0 -3.3949558244125324 0
280 1 0 0 0 0 0 0 0 0 1 0 0 -1.4984664103042042 0
281 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
282 1 0 0 0 0 0 0 0 1 0 0 0 -3.3949558244125324 0
283 1 0 0 0 0 0 0 0 1 0 0 0 -3.3949558244125324 0
284 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
285 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
286 1 0 0 0 0 0 0 1 0 0 0 0 -2.9290730176625863 0
287 1 0 0 0 0 0 0 0 1 0 0 0 -5.232844133917819 0
288 1 0 0 0 0 0 0 1 0 0 0 0 -2.9290730176625863 0
289 1 0 0 0 0 0 0 0 0 1 0 0 0.19312459835446175 0
290 1 0 0 0 0 0 0 0 0 1 0 0 -0.19691001285730894 0
291 1 0 0 0 0 0 0 0 0 1 0 0 -0.92711835289192 0
292 1 0 0 0 0 0 0 0 0 1 0 0 -0.7608377645938363 0
293 1 0 0 0 0 0 0 0 1 0 0 0 -2.5004210921682426 0
294 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
295 1 0 0 0 0 0 0 0 1 0 0 0 -3.132583781951269 0
296 1 0 0 0 0 0 0 0 0 1 0 0 0.19312459835446166 0
297 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
298 1 0 0 0 0 0 0 0 1 0 0 0 -2.7627924172223777 0
299 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
300 1 0 0 0 0 0 0 0 1 0 0 0 -3.3949558244125324 0
301 1 0 0 0 0 0 0 0 0 1 0 0 -1.92711835289192 0
302 1 0 0 0 0 0 0 0 0 1 0 0 0.19312459835446166 0
303 1 0 0 0 0 0 0 0 0 1 0 0 -2.130629386935623 0
304 1 0 0 0 0 0 0 0 0 1 0 0 -0.19691001285730889 0
305 1 0 0 0 0 0 0 0 0 1 0 0 -0.6039320669232242 0
306 1 0 0 0 0 0 0 0 0 1 0 0 -2.7627924172223777 0
307 1 0 0 0 0 0 0 0 0 1 0 0 -1.2949553798790987 0
308 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
309 1 0 0 0 0 0 0 0 1 0 0 0 -4.600326278518962 0
310 1 0 0 0 0 0 0 0 0 1 0 0 -0.5897919640386703 0
311 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
312 1 0 0 0 0 0 0 0 1 0 0 0 -4.396855627379818 0
313 1 0 0 0 0 0 0 0 1 0 0 0 -2.975853526391047 0
314 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
315 1 0 0 0 0 0 0 0 1 0 0 0 -4.396855627379818 0
316 1 0 0 0 0 0 0 0 1 0 0 0 -4.396855627379818 0
317 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
318 1 0 0 0 0 0 0 0 1 0 0 0 -3.7647468618391917 0
319 1 0 0 0 0 0 0 1 0 0 0 0 1.5616850661383475 0
320 1 0 0 0 0 0 0 0 0 1 0 0 -1.6647470182965174 0
321 1 0 0 0 0 0 0 0 0 1 0 0 0.8050446218985038 0
322 1 0 0 0 0 0 0 0 1 0 0 0 -3.3949558244125324 0
323 1 0 0 0 0 0 0 0 1 0 0 0 -3.3949558244125324 0
324 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
325 1 0 0 0 0 0 0 0 0 1 0 0 -1.6647470182965174 0
326 1 0 0 0 0 0 0 1 0 0 0 0 -2.2969099920009572 0
327 1 0 0 0 0 0 0 0 0 1 0 0 0.43525297787570116 0
328 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
329 1 0 0 0 0 0 0 0 1 0 0 0 -2.9290730176625863 0
330 0 0 0 1 0 0 0 0 1 0 0 0 -2.9290730176625863 0
331 1 0 0 0 0 0 0 0 0 1 0 0 1.9030899869919435 0
332 1 0 0 0 0 0 0 1 0 0 0 0 -1.0793644614152076 0
333 0 0 0 1 0 0 0 0 1 0 0 0 2.204357539110572 0
334 1 0 0 0 0 0 0 1 1 0 0 0 0.11640031963073279 0
335 1 0 0 0 0 0 0 0 1 0 0 0 -1.92711835289192 0
336 1 0 0 0 0 0 0 0 0 1 0 0 -4.97469413473523 0
337 1 0 0 0 0 0 0 1 0 0 0 0 -1.92711835289192 0
338 1 0 0 0 0 0 0 1 0 0 0 0 -2.057628978877431 0
339 1 0 0 0 0 0 0 0 0 0 0 1 -3.458046525541764 0
340 0 0 0 1 0 0 0 0 1 0 0 0 1.8536484884158417 0
341 1 0 0 0 0 0 0 0 1 0 0 0 -0.39794000867203755 0
342 1 0 0 0 0 0 0 0 1 0 0 0 -1.2949553798790987 0
343 0 1 0 0 0 0 0 0 1 0 0 0 -10.899629454882437 0
344 0 0 0 1 0 0 0 0 1 0 0 0 0.4326000429322039 0
345 0 0 1 0 0 0 0 0 0 0 1 0 -10.899629454882437 1
346 1 0 0 0 0 0 0 0 1 0 0 0 -3.132583781951269 0
347 1 0 0 0 0 0 0 0 1 0 0 0 -1.7608377645938362 0
348 1 0 0 0 0 0 0 1 0 0 0 0 -0.5772514801748827 0
349 1 0 0 0 0 0 0 1 0 0 0 0 -0.5801958485646672 0
350 1 0 0 0 0 0 0 1 0 0 0 0 -0.7207840204600953 0
351 1 0 0 0 0 0 0 0 1 0 0 0 -2.762792417222378 0
352 1 0 0 0 0 0 0 1 0 0 0 0 0.4482817173311283 0
353 1 0 0 0 0 0 0 1 0 0 0 0 -0.3494819694834689 0
354 1 0 0 0 0 0 0 1 0 0 0 0 -1.090575243561561 0
355 1 0 0 0 0 0 0 0 1 1 0 0 -0.5772514801748827 0
356 1 0 0 0 0 0 0 1 0 0 0 0 -0.25490185261844 0
357 1 0 0 0 0 0 0 1 0 0 0 0 1.0109346185774735 0
358 1 0 0 0 0 0 0 1 0 0 0 0 0.9641541903866907 0
359 1 0 0 0 0 0 0 1 0 0 0 0 -0.1259258263952009 0
360 1 0 0 0 0 0 0 0 0 1 0 0 1.9030899869919435 0
361 1 0 0 0 0 0 0 0 1 0 0 0 -0.19691001285730889 0
