id met_ectotherm_vertebrate met_detritus met_invertebrate met_primary_producer mov_swimming mov_other_nonliving mov_floating log_mass mass_missing
0 0 0 0 1 0 0 1 -10.258848401148216 0
1 0 0 1 0 1 0 0 -4.236572006437063 0
2 0 0 1 0 1 0 0 -4.84163750790475 0
3 0 0 1 0 1 0 0 -4.166215625343521 0
4 0 0 0 1 0 0 1 -10.590066876668706 0
5 0 0 0 1 0 0 1 -9.821023052706831 0
6 0 0 1 0 1 0 0 -5.133712660915805 0
7 1 0 0 0 1 0 0 -1.795880017344075 0
8 0 0 1 0 1 0 0 -5.809668301829708 0
9 0 0 1 0 1 0 0 -3.913640169325252 0
10 0 0 1 0 1 0 0 -5.0 0
11 0 0 0 1 0 0 1 -9.0 0
12 0 0 1 0 1 0 0 -6.497572880015567 0
13 0 0 0 1 0 0 1 -10.08460016478773 0
14 0 0 0 1 0 0 1 -10.08460016478773 0
15 0 0 0 1 0 0 1 -10.08460016478773 0
16 0 0 0 1 0 0 1 -10.323306390375134 0
17 0 0 1 0 1 0 0 -7.698970004336019 0
18 0 0 1 0 1 0 0 -8.0 0
19 0 0 1 0 1 0 0 -8.0 0
20 0 0 1 0 1 0 0 -8.0 0
21 0 0 1 0 1 0 0 -6.308034897232639 0
22 0 0 1 0 1 0 0 -6.068033885271827 0
23 0 0 1 0 1 0 0 -4.863279432843593 0
24 0 0 1 0 1 0 0 -6.6020599913279625 0
25 0 0 1 0 1 0 0 -2.7417564900754847 0
26 0 0 0 1 0 0 1 -10.323306390375134 0
27 0 0 0 1 0 0 1 -8.866461091629782 0
28 0 0 0 1 0 0 1 -9.707743928643524 0
29 0 0 0 1 0 0 1 -8.247951552180561 0
30 0 0 0 1 0 0 1 -9.045275209020938 0
31 0 0 0 1 0 0 1 -9.899629454882437 0
32 0 0 0 1 0 0 1 -7.064996848546345 0
33 0 0 0 1 0 0 1 -9.023191662661933 0
34 0 0 0 1 0 0 1 -9.79317412396815 0
35 0 0 0 1 0 0 1 -9.79317412396815 0
36 0 0 0 1 0 0 1 -8.954677021213342 0
37 0 0 0 1 1 0 0 -9.79317412396815 0
38 0 1 0 0 0 1 0 -10.590066876668706 1
39 1 0 0 0 0 0 1 -1.6968039425795112 0
40 1 0 0 0 1 0 0 2.5224442335063197 0
