id met_endotherm_vertebrate met_invertebrate met_ectotherm_vertebrate met_primary_producer met_detritus mov_flying mov_walking mov_other mov_swimming mov_sessile mov_other_nonliving log_mass mass_missing
123 0 1 0 0 0 0 0 0 1 0 0 -4.440093374963888 0
124 0 1 0 0 0 0 0 0 1 0 0 -4.440093374963888 0
125 0 1 0 0 0 0 0 1 0 0 0 -5.627087997029894 0
126 0 1 0 0 0 0 0 1 0 0 0 -6.082494490447453 0
127 0 1 0 0 0 0 0 1 0 0 0 -6.527243550682788 0
128 0 0 0 1 0 0 0 1 0 0 0 -7.274905478918531 1
129 0 1 0 0 0 0 0 0 1 0 0 -4.4723700991286615 0
130 0 1 0 0 0 0 0 0 1 0 0 -4.440093374963888 0
131 0 1 0 0 0 0 0 0 1 0 0 -4.440093374963888 0
132 0 1 0 0 0 0 0 0 1 0 0 -4.440093374963888 0
133 0 1 0 0 0 0 0 0 1 0 0 -4.440093374963888 0
134 0 1 0 0 0 0 0 0 1 0 0 -4.440093374963888 0
135 0 1 0 0 0 0 0 1 0 0 0 -6.8297382846050425 0
136 0 1 0 0 0 0 0 1 0 0 0 -7.274905478918531 0
137 0 1 0 0 0 0 0 1 0 0 0 -5.866461091629782 0
138 0 1 0 0 0 0 0 1 0 0 0 -7.0343280287798935 0
139 0 1 0 0 0 0 0 1 0 0 0 -6.305394801066432 0
140 0 0 0 1 0 0 0 1 0 0 0 -3.916560341542164 1
141 0 1 0 0 0 0 0 1 0 0 0 -6.202040356262804 0
142 0 1 0 0 0 0 0 1 0 0 0 -3.916560341542164 1
143 0 0 0 0 1 0 0 0 0 0 1 -7.274905478918531 1
144 1 0 0 0 0 1 0 0 0 0 0 3.155336037465062 0
145 0 1 0 0 0 0 0 1 0 0 0 -7.0343280287798935 0
146 0 1 0 0 0 0 0 1 0 0 0 -3.916560341542164 1
147 0 1 0 0 0 0 0 1 0 0 0 -3.916560341542164 1
