id met_primary_producer met_invertebrate met_detritus met_other met_ectotherm_vertebrate met_endotherm_vertebrate mov_sessile mov_swimming mov_other_nonliving mov_walking log_mass mass_missing
337 0 1 0 0 0 0 0 1 0 0 3.255272505103306 0
338 0 1 0 0 0 0 0 1 0 0 2.5185139398778875 0
339 0 0 0 0 0 1 0 1 0 0 7.447158031342219 0
340 0 1 0 0 0 0 0 0 0 1 -2.0 0
341 0 1 0 0 0 0 1 0 0 0 0.07918124604762497 0
342 0 1 0 0 0 0 1 0 0 0 -0.8860566476931632 0
343 0 1 0 0 0 0 1 0 0 0 -0.1611509092627445 0
344 0 1 0 0 0 0 1 0 0 0 0.7481880270062002 0
345 1 0 0 0 0 0 1 0 0 0 -13.040481623027002 0
346 1 0 0 0 0 0 1 0 0 0 -13.8153085691824 0
347 1 0 0 0 0 0 1 0 0 0 -12.482804102050025 0
348 1 0 0 0 0 0 1 0 0 0 -12.343901797987169 0
349 1 0 0 0 0 0 1 0 0 0 -12.343901797987169 0
350 1 0 0 0 0 0 1 0 0 0 -12.343901797987169 0
351 1 0 0 0 0 0 1 0 0 0 -13.040481623027002 0
352 1 0 0 0 0 0 1 0 0 0 -12.343901797987169 0
353 1 0 0 0 0 0 1 0 0 0 -12.343901797987169 0
354 1 0 0 0 0 0 1 0 0 0 -12.218963061378869 0
355 1 0 0 0 0 0 1 0 0 0 -12.823908740944319 0
356 1 0 0 0 0 0 1 0 0 0 -13.040481623027002 0
357 0 1 0 0 0 0 0 0 0 1 -2.657577319177794 0
358 0 1 0 0 0 0 0 0 0 1 -0.03621217265444471 0
359 0 1 0 0 0 0 0 0 0 1 -4.3872161432802645 0
360 0 1 0 0 0 0 0 0 0 1 -6.200659450546418 0
361 0 1 0 0 0 0 0 0 0 1 -4.552841968657781 0
362 0 1 0 0 0 0 1 0 0 0 0.7481880270062005 0
363 0 1 0 0 0 0 1 0 0 0 0.7481880270062005 0
364 0 1 0 0 0 0 0 0 0 1 -1.744727494896694 0
365 0 1 0 0 0 0 1 0 0 0 0.3617278360175928 0
366 0 1 0 0 0 0 1 0 0 0 0.36172783601759284 0
367 0 1 0 0 0 0 1 0 0 0 0.7481880270062005 0
368 0 1 0 0 0 0 1 0 0 0 0.7481880270062005 0
369 0 1 0 0 0 0 1 0 0 0 0.7481880270062005 0
370 0 1 0 0 0 0 1 0 0 0 -0.1611509092627445 0
371 0 1 0 0 0 0 0 0 0 1 -1.214670164989233 0
372 0 1 0 0 0 0 1 0 0 0 1.6532125137753437 0
373 0 1 0 0 0 0 0 0 0 1 -2.0 0
374 0 1 0 0 0 0 1 0 0 0 -1.0705810742857074 0
375 0 1 0 0 0 0 0 0 0 1 -0.25963731050575606 0
376 0 1 0 0 0 0 0 0 0 1 0.7242758696007889 0
377 0 1 0 0 0 0 0 0 0 1 0.04139268515822499 0
378 0 1 0 0 0 0 0 0 0 1 0.2787536009528288 0
379 0 1 0 0 0 0 0 0 0 1 -0.5086383061657274 0
380 0 1 0 0 0 0 1 0 0 0 0.0 0
381 0 1 0 0 0 0 1 0 0 0 0.0 0
382 0 1 0 0 0 0 0 0 0 1 -2.337242168318426 0
383 0 1 0 0 0 0 0 0 0 1 -0.45593195564972455 0
384 0 1 0 0 0 0 1 0 0 0 -1.0705810742857071 0
385 0 1 0 0 0 0 1 0 0 0 -1.0705810742857071 0
386 0 1 0 0 0 0 0 0 0 1 -3.2518119729937998 0
387 0 1 0 0 0 0 1 0 0 0 -1.0861861476162833 0
388 0 1 0 0 0 0 1 0 0 0 -2.657577319177794 0
389 1 0 0 0 0 0 1 0 0 0 -9.705533773838408 0
390 1 0 0 0 0 0 1 0 0 0 -11.040958607678906 0
391 0 1 0 0 0 0 0 0 0 1 -1.744727494896694 0
392 0 1 0 0 0 0 0 0 0 1 -2.0 0
393 0 1 0 0 0 0 1 0 0 0 -0.1611509092627445 0
394 0 1 0 0 0 0 0 0 0 1 -1.1804560644581312 0
395 0 1 0 0 0 0 0 1 0 0 -0.8239087409443189 0
396 0 1 0 0 0 0 1 0 0 0 1.041392685158225 0
397 0 1 0 0 0 0 0 0 0 1 0.36172783601759284 0
398 0 1 0 0 0 0 0 0 0 1 -0.32790214206428264 0
399 0 1 0 0 0 0 0 0 0 1 -2.2839966563652006 0
400 0 1 0 0 0 0 1 0 0 0 1.0791812460476249 0
401 0 1 0 0 0 0 0 0 0 1 -1.5086383061657271 0
402 0 1 0 0 0 0 0 0 0 1 -1.5086383061657271 0
403 0 1 0 0 0 0 0 0 0 1 -1.5086383061657271 0
404 1 0 0 0 0 0 1 0 0 0 -13.645891560852599 0
405 1 0 0 0 0 0 1 0 0 0 -13.645891560852599 0
406 0 1 0 0 0 0 1 0 0 0 0.7481880270062002 0
407 0 1 0 0 0 0 0 0 0 1 -1.744727494896694 0
408 1 0 0 0 0 0 1 0 0 0 -11.24184537803261 0
409 1 0 0 0 0 0 1 0 0 0 -10.334419008982048 0
410 1 0 0 0 0 0 1 0 0 0 -13.040481623027002 0
411 0 1 0 0 0 0 0 0 0 1 -0.3372421683184259 0
412 1 0 0 0 0 0 1 0 0 0 -11.24184537803261 0
413 0 1 0 0 0 0 0 0 0 1 0.27875360095282886 0
414 0 1 0 0 0 0 0 0 0 1 -0.49485002168009395 0
415 0 1 0 0 0 0 0 0 0 1 -0.10790539730951952 0
