id met_ectotherm_vertebrate met_endotherm_vertebrate met_invertebrate met_primary_producer met_detritus mov_swimming mov_walking mov_sessile mov_other mov_other_nonliving log_mass mass_missing
113 1 0 0 0 0 1 0 0 0 0 3.2182728535714475 0
114 1 0 0 0 0 1 0 0 0 0 3.0425755124401905 0
115 1 0 0 0 0 1 0 0 0 0 3.4652340949880145 0
116 1 0 0 0 0 1 0 0 0 0 4.903089986991944 0
117 0 0 1 0 0 0 0 1 0 0 1.0 0
118 0 0 1 0 0 0 1 0 0 0 0.7993405494535817 0
119 1 0 0 0 0 1 0 0 0 0 2.8068580295188172 0
120 0 0 0 1 0 1 0 0 0 0 -10.0 0
121 1 0 0 0 0 1 0 0 0 0 3.4313637641589874 0
122 1 0 0 0 0 1 0 0 0 0 1.4771212547196624 0
123 1 0 0 0 0 1 0 0 0 0 1.021189299069938 0
124 1 0 0 0 0 1 0 0 0 0 2.7781512503836434 0
125 0 0 1 0 0 1 0 0 0 0 4.085468969886672 0
126 1 0 0 0 0 1 0 0 0 0 1.1139433523068367 0
127 1 0 0 0 0 1 0 0 0 0 2.6434526764861874 0
128 1 0 0 0 0 1 0 0 0 0 2.4742162640762553 0
129 1 0 0 0 0 1 0 0 0 0 1.0 0
130 1 0 0 0 0 1 0 0 0 0 3.2984163800612945 0
131 0 0 1 0 0 0 1 0 0 0 1.6020599913279625 0
132 1 0 0 0 0 1 0 0 0 0 3.7868933252613157 0
133 1 0 0 0 0 1 0 0 0 0 3.960898677326661 0
134 1 0 0 0 0 1 0 0 0 0 2.9822712330395684 0
135 1 0 0 0 0 1 0 0 0 0 2.8847953639489807 0
136 1 0 0 0 0 1 0 0 0 0 1.5440680443502757 0
137 1 0 0 0 0 1 0 0 0 0 1.0 0
138 1 0 0 0 0 1 0 0 0 0 3.115943176939055 0
139 1 0 0 0 0 1 0 0 0 0 3.446537167073644 0
140 0 0 1 0 0 0 1 0 0 0 0.6989700043360189 0
141 1 0 0 0 0 1 0 0 0 0 1.4313637641589874 0
142 1 0 0 0 0 1 0 0 0 0 4.361727836017593 0
143 1 0 0 0 0 1 0 0 0 0 2.1492191126553797 0
144 1 0 0 0 0 1 0 0 0 0 3.042181594515766 0
145 1 0 0 0 0 1 0 0 0 0 3.744918542441353 0
146 0 0 1 0 0 0 1 0 0 0 1.0920184707527971 0
147 1 0 0 0 0 1 0 0 0 0 2.510545010206612 0
148 1 0 0 0 0 1 0 0 0 0 3.1789769472931693 0
149 1 0 0 0 0 1 0 0 0 0 2.1760912590556813 0
150 1 0 0 0 0 1 0 0 0 0 3.4367985102318035 0
151 1 0 0 0 0 1 0 0 0 0 3.385606273598312 0
152 0 0 1 0 0 0 1 0 0 0 1.7686381012476147 0
153 0 0 1 0 0 1 0 0 0 0 -0.6989700043360187 0
154 0 0 1 0 0 0 1 0 0 0 0.8388490907372552 0
155 1 0 0 0 0 1 0 0 0 0 3.1931245983544616 0
156 1 0 0 0 0 1 0 0 0 0 3.6532125137753435 0
157 1 0 0 0 0 1 0 0 0 0 3.1878026387184195 0
158 1 0 0 0 0 1 0 0 0 0 3.230448921378274 0
159 1 0 0 0 0 1 0 0 0 0 4.05307844348342 0
160 1 0 0 0 0 1 0 0 0 0 4.2659022043017565 0
161 1 0 0 0 0 1 0 0 0 0 2.6627578316815743 0
162 1 0 0 0 0 1 0 0 0 0 2.361727836017593 0
163 1 0 0 0 0 1 0 0 0 0 2.12057393120585 0
164 1 0 0 0 0 1 0 0 0 0 2.1760912590556813 0
165 1 0 0 0 0 1 0 0 0 0 3.3585059114902354 0
166 0 0 1 0 0 1 0 0 0 0 0.6989700043360189 0
167 0 0 1 0 0 1 0 0 0 0 3.4471580313422194 0
168 1 0 0 0 0 1 0 0 0 0 3.552668216112193 0
169 0 0 1 0 0 0 1 0 0 0 1.8048206787211623 0
170 1 0 0 0 0 1 0 0 0 0 4.556302500767287 0
171 0 0 1 0 0 0 0 1 0 0 1.089905111439398 0
172 1 0 0 0 0 1 0 0 0 0 3.296884475538547 0
173 1 0 0 0 0 1 0 0 0 0 3.993964998195119 0
174 1 0 0 0 0 1 0 0 0 0 5.544068044350276 0
175 1 0 0 0 0 1 0 0 0 0 3.4471580313422194 0
176 1 0 0 0 0 1 0 0 0 0 5.544068044350276 0
177 1 0 0 0 0 1 0 0 0 0 2.0791812460476247 0
178 1 0 0 0 0 1 0 0 0 0 3.1522883443830567 0
179 1 0 0 0 0 1 0 0 0 0 2.765668554759014 0
180 1 0 0 0 0 1 0 0 0 0 1.1791921717160947 0
181 1 0 0 0 0 1 0 0 0 0 1.968482948553935 0
182 1 0 0 0 0 1 0 0 0 0 2.530199698203082 0
183 1 0 0 0 0 1 0 0 0 0 2.6503075231319366 0
184 1 0 0 0 0 1 0 0 0 0 2.8356905714924254 0
185 1 0 0 0 0 1 0 0 0 0 2.7781512503836434 0
186 1 0 0 0 0 1 0 0 0 0 5.5816584390289625 0
187 1 0 0 0 0 1 0 0 0 0 2.5118833609788744 0
188 1 0 0 0 0 1 0 0 0 0 3.4771212547196626 0
189 1 0 0 0 0 1 0 0 0 0 3.254064452914338 0
190 1 0 0 0 0 1 0 0 0 0 2.9232440186302764 0
191 1 0 0 0 0 1 0 0 0 0 1.7558748556724915 0
192 1 0 0 0 0 1 0 0 0 0 1.6989700043360187 0
193 1 0 0 0 0 1 0 0 0 0 1.806179973983887 0
194 1 0 0 0 0 1 0 0 0 0 1.9542425094393248 0
195 1 0 0 0 0 1 0 0 0 0 1.806179973983887 0
196 1 0 0 0 0 1 0 0 0 0 3.2013971243204513 0
197 1 0 0 0 0 1 0 0 0 0 2.806179973983887 0
198 1 0 0 0 0 1 0 0 0 0 2.806179973983887 0
199 1 0 0 0 0 1 0 0 0 0 2.2121876044039577 0
200 1 0 0 0 0 1 0 0 0 0 2.5024271199844326 0
201 1 0 0 0 0 1 0 0 0 0 1.1760912590556813 0
202 1 0 0 0 0 1 0 0 0 0 3.204119982655925 0
203 1 0 0 0 0 1 0 0 0 0 1.0 0
204 1 0 0 0 0 1 0 0 0 0 1.9030899869919435 0
205 1 0 0 0 0 1 0 0 0 0 1.3222192947339193 0
206 1 0 0 0 0 1 0 0 0 0 1.9867717342662448 0
207 0 0 0 0 1 0 0 0 0 1 -10.0 1
208 0 0 1 0 0 0 1 0 0 0 1.591064607026499 0
209 0 0 1 0 0 0 0 1 0 0 0.9925535178321357 0
210 0 0 1 0 0 1 0 0 0 0 -0.853871964321762 0
211 0 0 1 0 0 0 0 1 0 0 -0.47275688361191137 0
212 0 0 1 0 0 0 1 0 0 0 1.3617278360175928 0
213 0 0 1 0 0 0 0 1 0 0 1.351603072419129 0
214 0 0 1 0 0 0 0 1 0 0 1.2648178230095364 0
215 0 0 1 0 0 0 0 1 0 0 2.2648178230095364 0
216 0 0 1 0 0 0 0 1 0 0 1.5619357633137814 0
217 0 0 1 0 0 0 0 1 0 0 1.9542425094393248 0
218 1 0 0 0 0 1 0 0 0 0 4.845098040014257 0
219 1 0 0 0 0 1 0 0 0 0 0.3424226808222063 0
220 1 0 0 0 0 1 0 0 0 0 4.033423755486949 0
221 1 0 0 0 0 1 0 0 0 0 4.954242509439325 0
222 1 0 0 0 0 1 0 0 0 0 1.1760912590556813 0
223 1 0 0 0 0 1 0 0 0 0 1.4771212547196624 0
224 1 0 0 0 0 1 0 0 0 0 2.9777236052888476 0
225 1 0 0 0 0 1 0 0 0 0 3.3203540328176717 0
226 1 0 0 0 0 1 0 0 0 0 2.380211241711606 0
227 1 0 0 0 0 1 0 0 0 0 2.788168371141168 0
228 1 0 0 0 0 1 0 0 0 0 2.1760912590556813 0
229 1 0 0 0 0 1 0 0 0 0 1.041392685158225 0
230 1 0 0 0 0 1 0 0 0 0 3.113943352306837 0
231 1 0 0 0 0 1 0 0 0 0 2.450249108319361 0
232 1 0 0 0 0 1 0 0 0 0 1.8129133566428555 0
233 1 0 0 0 0 1 0 0 0 0 2.5237464668115646 0
234 1 0 0 0 0 1 0 0 0 0 2.1760912590556813 0
235 1 0 0 0 0 1 0 0 0 0 2.863322860120456 0
236 1 0 0 0 0 1 0 0 0 0 1.4771212547196624 0
237 0 0 1 0 0 1 0 0 0 0 0.6334684555795865 0
238 1 0 0 0 0 1 0 0 0 0 3.093421685162235 0
239 0 0 1 0 0 1 0 0 0 0 -8.0 0
240 0 0 0 1 0 0 0 0 1 0 -9.301029995663981 0
241 0 0 1 0 0 0 1 0 0 0 0.6304278750250238 0
242 1 0 0 0 0 1 0 0 0 0 2.3263358609287517 0
243 0 1 0 0 0 1 0 0 0 0 2.4913616938342726 0
244 0 0 1 0 0 1 0 0 0 0 2.6532125137753435 0
245 0 0 0 1 0 1 0 0 0 0 -9.522878745280337 0
246 1 0 0 0 0 1 0 0 0 0 2.6020599913279625 0
