,food_web,node_name
765,L2P1,PhytoP
766,L2P2,PhytoP
767,L2P3,PhytoP
768,L2P4,PhytoP
769,L3P1,PhytoP
770,L3P2,PhytoP
771,L3P3,PhytoP
772,L3P4,PhytoP
773,L4P1,PhytoP
774,L4P2,PhytoP
775,L4P3,PhytoP
776,L4P4,PhytoP
777,MBP1,PhytoP
778,MBP2,PhytoP
779,MBP3,PhytoP
780,MBP4,PhytoP
781,PC1P1,PhytoP
782,PC1P2,PhytoP
783,PC1P3,PhytoP
784,PC1P4,PhytoP
785,PC2P1,PhytoP
786,PC2P2,PhytoP
787,PC2P3,PhytoP
788,PC2P4,PhytoP
789,PC2P5,PhytoP
790,PGSBP1,PhytoP
791,PGSBP2,PhytoP
792,PGUBP1,PhytoP
793,PGUBP2,PhytoP
794,PGUBP3,PhytoP
795,PGUBP3,Chaetomorpha gracilis
796,PGUBP4,PhytoP
797,PP1I1,PhytoP
798,PP1I2,PhytoP
799,PP1I3,PhytoP
800,PP1I4,PhytoP
801,PP2I1,PhytoP
802,PP2I2,PhytoP
803,PP2I3,PhytoP
804,PP2I4,PhytoP
805,PP2M1,PhytoP
806,PP2M2,PhytoP
807,PP2M3,PhytoP
808,PP2M4,PhytoP
809,RMP1,PhytoP
810,RMP2,PhytoP
811,RMP3,PhytoP
812,RMP4,PhytoP
813,RMP5,PhytoP
814,RV1P1,PhytoP
815,RV1P2,PhytoP
816,RV1P3,PhytoP
817,RV1P4,PhytoP
818,RV2P1,PhytoP
819,RV2P2,PhytoP
820,RV2P3,PhytoP
821,RV2P4,PhytoP
822,SF1I1,PhytoP
823,SF1I2,PhytoP
824,SF1I3,PhytoP
825,SF1I4,PhytoP
826,SF1M1,PhytoP
827,SF1M2,PhytoP
828,SF1M3,PhytoP
829,SF1M4,PhytoP
830,SF2I1,PhytoP
831,SF2I2,PhytoP
832,SF2I3,PhytoP
833,SF2I4,PhytoP
834,SF2M1,PhytoP
835,SF2M2,PhytoP
836,SF2M3,PhytoP
837,SF2M4,PhytoP
838,SP1,PhytoP
839,WP1,PhytoP
840,WP2,PhytoP
841,WP2,Patella vulgata
842,WP3,PhytoP
843,WP4,PhytoP
