,importance
KNN-out-D6,0.17990743382964303
KNN-out-D1,0.10590735456245846
KNN-out-D4,0.10056403105076989
KNN-out-D2,0.07131832815688136
KNN-in-D5,0.05352133568423332
DCIj,0.05279942581923033
EPA,0.04863143006359238
KNN-in-D2,0.04373441334380259
KNN-in-D1,0.03991901752485063
KNN-out-D3,0.02946406197794578
KCIj,0.024685618069448256
CCIj,0.023027313799511666
LRA-approx,0.022725123379406305
KNN-out-D5,0.015437139829840319
euclidean,0.013672504716639722
ANDIj,0.012655106202588563
trophic-j,0.011554944725176795
LCj,0.010479665908584348
manhattan,0.010341039731542758
ANDOj,0.009551280804757705
CCOi,0.00915006692393709
log_mass_i,0.008719141036376494
log_mass_j,0.006275347287129118
ECIj,0.006271558979358125
manhattan_num,0.005986942023937561
KNN-in-D6,0.0055749614309454285
PRDj,0.0054214078175184735
KNN-in-D4,0.00452937219227906
dot_product,0.004504862847586531
DSPBCj,0.004477504368769925
log_mass_ratio,0.0041790733530093485
ECOj,0.003944824259925796
dot_product_num,0.003790171774520478
dLRA-approx,0.003524213240910406
met_ectotherm_vertebrate_j,0.0031501196099791894
ANDOi,0.003115501662753962
LNTDj,0.0027378232688436916
mLRA-approx,0.002653472077256203
EJC,0.002651974640518284
ELHN,0.0026353465010314193
mov_other_nonliving_i,0.0025958899433724133
DCOj,0.0020980476047539717
KNN-in-D3,0.0018267893426920797
ECOi,0.0017868016655583749
mov_floating_j,0.0017345191965243663
mass_missing_i,0.0015112061282383572
DSPBCi,0.0014501984511929202
KCOj,0.001427135588850357
met_detritus_i,0.00129576947565284
met_primary_producer_i,0.0010566532771855992
euclidean_num,0.0010439369854741214
hamming,0.0009904731839349469
met_invertebrate_i,0.0009749296270806726
CCOj,0.0007672502251432993
DCIi,0.0007051333357478673
mov_floating_i,0.0006921247130198563
PRDi,0.0006271683757922173
KCOi,0.0006244741206126258
ERA,0.0005551389688110364
LCCDi,0.0005103267531546053
cosine,0.0005062430248805709
ECIi,0.0004779726357235675
met_ectotherm_vertebrate_i,0.00037965211882023486
PPRD,0.00037569309373309265
met_invertebrate_j,0.0003111166648872871
dLRA,0.00017515850158691742
ECN-score,0.00014188227054914054
ECN,0.00010707989182266973
LCi,6.098035771316714e-05
mov_swimming_j,0.0
cosine_num,0.0
trophic-i,0.0
EAA,0.0
LRA,0.0
jaccard_attr,0.0
KCIi,0.0
CCIi,0.0
mLRA,0.0
mov_swimming_i,0.0
DSP,0.0
ANDIi,0.0
mass_missing_j,0.0
met_detritus_j,0.0
DCOi,0.0
met_primary_producer_j,0.0
LCCDj,0.0
mov_other_nonliving_j,0.0
LNTDi,0.0
