id met_invertebrate met_primary_producer met_ectotherm_vertebrate mov_swimming mov_other mov_walking mov_sessile log_mass
0 1 0 0 1 0 0 0 -3.0
1 1 0 0 1 0 0 0 -2.0
2 0 0 1 1 0 0 0 -0.02687214640030147
3 1 0 0 0 0 1 0 -0.10790539730951952
4 1 0 0 1 0 0 0 -3.0969100130080562
5 1 0 0 0 0 1 0 -2.0
6 1 0 0 0 0 1 0 -2.3010299956639813
7 0 1 0 0 1 0 0 -4.0
8 1 0 0 1 0 0 0 -3.0
9 1 0 0 0 0 1 0 -3.6989700043360187
10 0 1 0 0 0 0 1 -3.642065152999546
11 1 0 0 1 0 0 0 -3.5228787452803374
