id met_invertebrate met_primary_producer mov_swimming mov_other mov_sessile mov_walking log_mass
0 0 1 0 1 0 0 -4.0
1 1 0 1 0 0 0 -3.0
2 1 0 1 0 0 0 -3.0
3 1 0 0 0 0 1 -2.0
4 1 0 0 0 0 1 -0.8860566476931632
5 1 0 0 0 1 0 -0.5528419686577808
6 0 1 0 0 1 0 -3.642065152999546
7 1 0 1 0 0 0 -2.0
8 1 0 0 0 0 1 -2.0
9 1 0 0 0 0 1 -0.9208187539523752
10 1 0 0 0 0 1 -0.8239087409443188
11 1 0 1 0 0 0 -2.0
12 1 0 0 0 1 0 0.8965262174895553
