id met_endotherm_vertebrate met_invertebrate met_ectotherm_vertebrate mov_walking mov_other mov_flying mov_swimming log_mass
72 0 1 0 1 0 0 0 -3.712753805804977
73 0 1 0 1 0 0 0 -2.6374788853146867
74 0 1 0 1 0 0 0 -3.555121783933263
75 0 1 0 0 0 1 0 -2.451111338134304
76 0 1 0 1 0 0 0 -1.755021250241618
77 0 1 0 0 0 1 0 -3.177544230440442
78 0 1 0 1 0 0 0 -3.2186544856624986
79 0 1 0 1 0 0 0 -2.382187113886413
80 0 1 0 1 0 0 0 -2.342902154618591
81 0 1 0 1 0 0 0 -3.4616047456183106
82 0 1 0 1 0 0 0 -3.119181836222407
83 0 1 0 1 0 0 0 -1.994394370274338
84 0 1 0 1 0 0 0 -4.530177984021837
85 0 1 0 1 0 0 0 -2.9899630747339545
86 0 1 0 1 0 0 0 -2.4189025946349605
87 0 1 0 1 0 0 0 -2.4189025946349605
88 0 1 0 0 0 1 0 -3.7539719134579275
89 0 1 0 1 0 0 0 -1.0520917398738157
90 0 1 0 0 0 1 0 -1.6070014662641792
91 0 1 0 0 0 1 0 -2.8808791062016255
92 0 1 0 0 0 1 0 -2.30364282481862
93 0 1 0 0 0 1 0 -1.797333152135074
94 0 1 0 1 0 0 0 -3.302396697140269
95 0 1 0 1 0 1 0 -3.0154554772345015
96 0 1 0 1 0 0 0 -2.189282326725573
97 0 1 0 0 0 1 0 -3.5754842391124795
98 0 1 0 0 0 1 0 -2.508413567896792
99 1 0 0 1 0 0 0 1.5440680443502757
100 0 1 0 0 0 1 0 -2.9222717253371355
101 0 1 0 0 0 1 0 -2.9222717253371355
102 0 1 0 0 1 0 0 -1.0620022420848803
103 0 1 0 0 0 1 0 -3.6723938436052093
104 0 1 0 1 0 0 0 -0.9490406376087525
105 0 1 0 1 0 0 0 -2.231816036734928
106 0 1 0 0 0 1 0 -3.933018468200503
107 0 1 0 1 0 0 0 -4.530177984021837
108 0 1 0 1 0 0 0 -3.6272021063325264
109 0 1 0 1 0 0 0 -1.8968242028017743
110 0 1 0 0 0 1 0 -4.274088367704952
111 0 1 0 0 0 1 0 -2.213756545187264
112 0 1 0 1 0 0 0 -2.13235264422998
113 0 1 0 0 0 1 0 -3.128326091051556
114 0 1 0 1 0 0 0 -4.530177984021837
115 0 1 0 1 0 0 0 -1.621241911235645
116 0 1 0 1 0 0 0 -0.90646527989345
117 0 1 0 1 0 0 0 -1.734133019101279
118 0 1 0 1 0 0 0 -1.8348031727927256
119 0 1 0 0 0 1 0 -3.2744542434484982
120 0 1 0 1 0 0 0 -1.7875675278817198
121 0 1 0 1 0 0 0 -1.1125321800688956
122 0 1 0 1 0 0 0 -2.92823247013955
123 0 1 0 1 0 0 0 -1.235917942544284
124 0 1 0 1 0 0 0 -1.2334130609826526
