id met_ectotherm_vertebrate met_detritus met_invertebrate met_primary_producer mov_swimming mov_other_nonliving mov_floating log_mass mass_missing
0 0 0 0 1 0 0 1 -9.621602099051863 0
1 0 0 1 0 1 0 0 -4.84163750790475 0
2 0 0 1 0 1 0 0 -4.166215625343521 0
3 0 0 0 1 0 0 1 -9.621602099051863 0
4 0 0 0 1 0 0 1 -9.290730039024169 0
5 1 0 0 0 1 0 0 -1.7958800173440752 0
6 0 0 1 0 1 0 0 -5.809668301829708 0
7 0 0 1 0 1 0 0 -4.649751981665837 0
8 0 0 1 0 1 0 0 -5.0 0
9 1 0 0 0 1 0 0 1.3010299956639813 0
10 0 0 1 0 1 0 0 -5.164309428507575 0
11 0 0 0 1 0 0 1 -10.438898616350944 0
12 1 0 0 0 1 0 0 2.1818435879447726 0
13 1 0 0 0 1 0 0 2.0791812460476247 0
14 0 0 1 0 1 0 0 -5.23284413391782 0
15 0 0 1 0 1 0 0 -5.661543506395395 0
16 0 0 0 1 0 0 1 -10.323306390375134 0
17 0 0 1 0 1 0 0 -5.0 0
18 0 0 1 0 1 0 0 -4.396855627379818 0
19 0 0 1 0 1 0 0 -6.068033885271827 0
20 0 0 1 0 1 0 0 -7.698970004336019 0
21 0 0 1 0 1 0 0 -8.0 0
22 0 0 1 0 1 0 0 -5.723538195826756 0
23 0 0 1 0 1 0 0 -8.0 0
24 0 0 1 0 1 0 0 -5.962573502059376 0
25 0 0 1 0 1 0 0 -5.910094888560602 0
26 0 0 1 0 1 0 0 -2.7417564900754847 0
27 0 0 0 1 0 0 1 -10.323306390375134 0
28 0 0 0 1 0 0 1 -9.978810700930062 0
29 1 0 0 0 1 0 0 1.6020599913279625 0
30 0 0 0 1 0 0 1 -9.250263684430939 0
31 0 0 1 0 1 0 0 -5.0 0
32 0 0 0 1 0 0 1 -7.064996848546345 0
33 0 0 0 1 1 0 0 -7.251811972993799 0
34 0 0 0 1 0 0 1 -9.023191662661933 0
35 0 0 0 1 0 0 1 -9.79317412396815 0
36 0 0 0 1 0 0 1 -8.954677021213342 0
37 0 0 0 1 0 0 1 -8.410050398674292 0
38 0 0 0 1 0 0 1 -8.410050398674292 0
39 0 0 0 1 1 0 0 -9.79317412396815 0
40 0 0 0 1 0 0 1 -8.97061622231479 0
41 0 0 0 1 0 0 1 -9.153662887870194 0
42 0 1 0 0 0 1 0 -10.438898616350944 1
43 1 0 0 0 0 0 1 -1.6968039425795112 0
