"","feature_name","coef_estimate","coef_std_error","coef_p_adjusted","model","metric","significance"
"1","cannibalistic_removal",-0.0484360833211439,0.00339473543234315,0.00000000000000000000000000351079349366158,"Full","ROC-AUC","****"
"2","unclassified_tax_frac",-0.0429442486747855,0.00391485501859242,0.000000000000000000293303262999378,"Full","ROC-AUC","****"
"3","log_num_nodes",0.0387459761885996,0.00423370465970949,0.00000000000000665374309072857,"Full","ROC-AUC","****"
"4","mass_skewness",-0.0345788965167434,0.00449878120339708,0.0000000000168637458825585,"Full","ROC-AUC","****"
"5","avg_degree",0.0334154402453871,0.00456490291911089,0.0000000000956452215441637,"Full","ROC-AUC","****"
"6","modularity",-0.0292514481654224,0.00477652492726097,0.0000000358104502374467,"Full","ROC-AUC","****"
"7","max_log_mass",0.0170004286815875,0.00520652109660149,0.00437943821466485,"Full","ROC-AUC","**"
"8","num_attr",0.0155747066888833,0.00524020071150706,0.00966749313206666,"Full","ROC-AUC","**"
"9","assort_met",0.013206536760597,0.00528923988984253,0.023286320760257,"Full","ROC-AUC","*"
"10","assort_mov",0.013387556469425,0.00528579118945936,0.023286320760257,"Full","ROC-AUC","*"
"11","deg_assort_oi",0.0133327675096727,0.00528684019492841,0.023286320760257,"Full","ROC-AUC","*"
"12","deg_assort_ii",-0.0132549208829852,0.00528832291570275,0.023286320760257,"Full","ROC-AUC","*"
"13","min_log_mass",-0.0133500819676344,0.00528650917465522,0.023286320760257,"Full","ROC-AUC","*"
"14","deg_assort_oo",0.0129337627445821,0.00529434384530038,0.024970218977795,"Full","ROC-AUC","*"
"15","miss_mass_frac",0.0114258649433324,0.00532055901050955,0.0492522535033633,"Full","ROC-AUC","*"
"16","deg_assort_io",0.0103881213139343,0.00533665092288464,0.0738530814890709,"Full","ROC-AUC",""
"17","assort_mass",0.00734666822833946,0.00537480007801241,0.225161750483383,"Full","ROC-AUC",""
"18","mean_log_mass",-0.00559665893378036,0.00539073964594765,0.36798127837482,"Full","ROC-AUC",""
"19","median_log_mass",-0.00440993382259301,0.00539907738590946,0.481125960604541,"Full","ROC-AUC",""
"20","clustering_coefficient",-0.00275174566307183,0.00540740250604791,0.672850675137668,"Full","ROC-AUC",""
"21","high_tax_frac",0.00221100681875606,0.00540928200500755,0.715932959239206,"Full","ROC-AUC",""
"22","connectance",0.000205563079114885,0.00541267458522635,0.969762522484931,"Full","ROC-AUC",""
"23","cannibalistic_removal",-0.048677395471914,0.00413362599571333,0.00000000000000000000552010068274408,"Attribute","ROC-AUC","****"
"24","unclassified_tax_frac",-0.0414536619828236,0.00469247363960292,0.0000000000000599404985778778,"Attribute","ROC-AUC","****"
"25","modularity",-0.033287963435974,0.00516167869053897,0.000000014316739772352,"Attribute","ROC-AUC","****"
"26","log_num_nodes",0.0318328483576396,0.00523075449865789,0.0000000647545403134123,"Attribute","ROC-AUC","****"
"27","mass_skewness",-0.0299320993054368,0.00531509021863927,0.000000453212010945649,"Attribute","ROC-AUC","****"
"28","avg_degree",0.0281196178566682,0.00538955355482684,0.00000251121956967993,"Attribute","ROC-AUC","****"
"29","deg_assort_oi",0.0270092017608649,0.00543240688420365,0.0000063546973157097,"Attribute","ROC-AUC","****"
"30","deg_assort_ii",-0.0228219161949553,0.00557600038740247,0.00020284002898452,"Attribute","ROC-AUC","***"
"31","assort_met",0.0222540412849246,0.00559336221024507,0.00027796628217183,"Attribute","ROC-AUC","***"
"32","deg_assort_io",0.0170867177588589,0.00572937601533978,0.00749814037011757,"Attribute","ROC-AUC","**"
"33","mean_log_mass",-0.0128762748347998,0.00581218443748777,0.0568943062006791,"Attribute","ROC-AUC",""
"34","miss_mass_frac",0.0126155286217826,0.0058165146928248,0.0584484500959377,"Attribute","ROC-AUC",""
"35","assort_mov",0.012239251212281,0.00582260198451707,0.0633788151460658,"Attribute","ROC-AUC",""
"36","median_log_mass",-0.0119025507143439,0.00582788759717686,0.0677422009973407,"Attribute","ROC-AUC",""
"37","clustering_coefficient",-0.0106994900013406,0.00584553428022002,0.0954943181162296,"Attribute","ROC-AUC",""
"38","max_log_mass",0.0108389031189083,0.00584358819838859,0.0954943181162296,"Attribute","ROC-AUC",""
"39","num_attr",0.00762480785031523,0.00588192993370153,0.255109799655444,"Attribute","ROC-AUC",""
"40","min_log_mass",-0.00638312231273438,0.00589312041811125,0.343098868166033,"Attribute","ROC-AUC",""
"41","connectance",0.00550539982075453,0.00589982372226676,0.408097785862623,"Attribute","ROC-AUC",""
"42","deg_assort_oo",0.00313610495369785,0.00591295426008822,0.656414559499947,"Attribute","ROC-AUC",""
"43","assort_mass",-0.00184666816019471,0.00591706870878835,0.791437701845352,"Attribute","ROC-AUC",""
"44","high_tax_frac",-0.000049189609463428,0.00591924982544314,0.993382115092488,"Attribute","ROC-AUC",""
"45","cannibalistic_removal",-0.0584424692800289,0.0035873833993013,0.0000000000000000000000000000000476576744143248,"Structure","ROC-AUC","****"
"46","unclassified_tax_frac",-0.0494311727706332,0.00449817435049188,0.000000000000000000261863223276915,"Structure","ROC-AUC","****"
"47","log_num_nodes",0.0455548074934779,0.00479822562220739,0.000000000000000950949506147325,"Structure","ROC-AUC","****"
"48","mass_skewness",-0.040310423132313,0.00514144051615556,0.00000000000732493377315287,"Structure","ROC-AUC","****"
"49","avg_degree",0.0389143726969796,0.00522228906577562,0.0000000000475286389761985,"Structure","ROC-AUC","****"
"50","modularity",-0.0348200285388744,0.0054368537737706,0.00000000895001939418717,"Structure","ROC-AUC","****"
"51","max_log_mass",0.020915776285729,0.00595233765651461,0.00190278047248593,"Structure","ROC-AUC","**"
"52","num_attr",0.0182006485159904,0.00601954443271288,0.00825577174739453,"Structure","ROC-AUC","**"
"53","min_log_mass",-0.0156663130841651,0.00607331410961158,0.0268593889607603,"Structure","ROC-AUC","*"
"54","deg_assort_oi",0.0152659508706616,0.00608103307725139,0.0275516881848545,"Structure","ROC-AUC","*"
"55","deg_assort_ii",-0.015184796823365,0.00608257219517316,0.0275516881848545,"Structure","ROC-AUC","*"
"56","deg_assort_oo",0.0145204718781091,0.00609484898404474,0.0341468751026936,"Structure","ROC-AUC","*"
"57","assort_met",0.0142563342778396,0.00609957111183419,0.0354194240887711,"Structure","ROC-AUC","*"
"58","miss_mass_frac",0.0133426313897303,0.00611521116202828,0.0485399534239393,"Structure","ROC-AUC","*"
"59","deg_assort_io",0.0116642094550764,0.00614115440954547,0.0875603178004267,"Structure","ROC-AUC",""
"60","assort_mov",0.0112771495451714,0.00614662897754082,0.0946046767111656,"Structure","ROC-AUC",""
"61","assort_mass",0.00742894069258182,0.00619083098280208,0.300613407263861,"Structure","ROC-AUC",""
"62","clustering_coefficient",-0.00538926021614687,0.0062068072870076,0.472008433286487,"Structure","ROC-AUC",""
