"","feature_name","coef_estimate","coef_std_error","coef_p_adjusted","model","metric","significance"
"1","median_log_mass",-0.0178179420741134,0.00211981165626284,0.0000000000000442453110471765,"Full","ROC-AUC","****"
"2","cannibalistic_removal",-0.0225743791726822,0.00275863661155718,0.0000000000000999403216521241,"Full","ROC-AUC","****"
"3","unclassified_tax_frac",-0.0190605950043472,0.00243232752220509,0.000000000000667421999345852,"Full","ROC-AUC","****"
"4","mean_log_mass",-0.0164933238262522,0.00218313663573632,0.0000000000031042237994282,"Full","ROC-AUC","****"
"5","modularity",-0.012693938903833,0.00226662150994926,0.000000220255736958003,"Full","ROC-AUC","****"
"6","connectance",0.0128564600806141,0.00254530698804014,0.00000287009961318461,"Full","ROC-AUC","****"
"7","mass_skewness",-0.0139090807623738,0.00315997247041275,0.0000476761278969321,"Full","ROC-AUC","****"
"8","deg_assort_ii",-0.00840436380885547,0.00233465740459713,0.00103129549368396,"Full","ROC-AUC","**"
"9","max_log_mass",-0.00813865843314608,0.00241386811221789,0.00207732491107671,"Full","ROC-AUC","**"
"10","deg_assort_oi",0.00728802261056456,0.00233772370150139,0.00441878082682928,"Full","ROC-AUC","**"
"11","deg_assort_oo",0.00654036687606544,0.00234335786798473,0.0112129858107939,"Full","ROC-AUC","*"
"12","high_tax_frac",-0.00597339747007612,0.00239462696916108,0.0222976711649664,"Full","ROC-AUC","*"
"13","min_log_mass",-0.00746672282328753,0.0029593020406971,0.0222976711649664,"Full","ROC-AUC","*"
"14","miss_mass_frac",-0.00573902225828142,0.00240612766233188,0.0278461646544203,"Full","ROC-AUC","*"
"15","num_attr",-0.00731707088285595,0.00317558105785583,0.0321602065000145,"Full","ROC-AUC","*"
"16","assort_mass",-0.00596993328052409,0.00287607015847917,0.0533632386202358,"Full","ROC-AUC",""
"17","parasitic_removal",-0.00265233135478563,0.00239501414867516,0.348158517445674,"Full","ROC-AUC",""
"18","clustering_coefficient",-0.00149680215284947,0.00263212445895812,0.660031138016818,"Full","ROC-AUC",""
"19","assort_mov",-0.00164729113670938,0.00272836159832833,0.660031138016818,"Full","ROC-AUC",""
"20","deg_assort_io",-0.00103630934230117,0.00239717681758787,0.732429553268614,"Full","ROC-AUC",""
"21","assort_met",-0.000779874963317813,0.0024234657392667,0.783448616446237,"Full","ROC-AUC",""
"22","avg_degree",0.000422499028537984,0.00401228430812781,0.916210233760644,"Full","ROC-AUC",""
"23","modularity",-0.0269784820510959,0.00294835947040331,0.000000000000000239673159582196,"Attribute","ROC-AUC","****"
"24","deg_assort_oi",0.0235575837264385,0.00303292649130265,0.00000000000157275600939163,"Attribute","ROC-AUC","****"
"25","connectance",0.0253889571335006,0.00341373391677811,0.00000000000875918258098996,"Attribute","ROC-AUC","****"
"26","unclassified_tax_frac",-0.0197709308591726,0.003576166905443,0.000000399316566821772,"Attribute","ROC-AUC","****"
"27","assort_mov",-0.0193808607261476,0.00365742604745506,0.00000102229234480804,"Attribute","ROC-AUC","****"
"28","deg_assort_ii",-0.0163697635406835,0.00320790379099863,0.00000223411198081306,"Attribute","ROC-AUC","****"
"29","cannibalistic_removal",-0.0187547738410034,0.004155376679424,0.0000292900451706212,"Attribute","ROC-AUC","****"
"30","high_tax_frac",-0.0138507837621201,0.00329768785385766,0.0000980018570831148,"Attribute","ROC-AUC","****"
"31","median_log_mass",-0.0128460009417666,0.00323393958196299,0.000220238794527882,"Attribute","ROC-AUC","***"
"32","max_log_mass",-0.0126192192297655,0.00337348516903151,0.000487434506537623,"Attribute","ROC-AUC","***"
"33","avg_degree",0.0179746558411902,0.00553121899985021,0.00258566643204585,"Attribute","ROC-AUC","**"
"34","deg_assort_io",0.0104716756950564,0.00330871603253316,0.00315014504098374,"Attribute","ROC-AUC","**"
"35","mean_log_mass",-0.0100293038568011,0.00330268522160197,0.00441939579670595,"Attribute","ROC-AUC","**"
"36","assort_mass",-0.0108381210161461,0.00401663634030302,0.0116004819520463,"Attribute","ROC-AUC","*"
"37","num_attr",-0.00877106999870698,0.00446863954823574,0.0742639351174382,"Attribute","ROC-AUC",""
"38","parasitic_removal",-0.00616748649515721,0.00334927528987695,0.0915599947444016,"Attribute","ROC-AUC",""
"39","deg_assort_oo",-0.00272477149333278,0.00332977753463102,0.535586511849578,"Attribute","ROC-AUC",""
"40","miss_mass_frac",-0.00259309211950598,0.00340730128638436,0.546648773629363,"Attribute","ROC-AUC",""
"41","mass_skewness",-0.00320778566629835,0.00457894061926861,0.560594996343604,"Attribute","ROC-AUC",""
"42","clustering_coefficient",-0.001377405023434,0.00369584082693934,0.780619218617528,"Attribute","ROC-AUC",""
"43","assort_met",0.000987399474737996,0.00340187896530287,0.808587654420409,"Attribute","ROC-AUC",""
"44","min_log_mass",0.000378586395929045,0.00419966467428018,0.928233426689308,"Attribute","ROC-AUC",""
"45","cannibalistic_removal",-0.0279423378451314,0.00306819250312544,0.000000000000000326593361158524,"Structure","ROC-AUC","****"
"46","median_log_mass",-0.0203651060674347,0.00240719958015655,0.0000000000000152148279436406,"Structure","ROC-AUC","****"
"47","unclassified_tax_frac",-0.0220243235809281,0.00275594069523224,0.000000000000239739217126126,"Structure","ROC-AUC","****"
"48","mean_log_mass",-0.0187648540072077,0.00248200228624039,0.00000000000299680630785446,"Structure","ROC-AUC","****"
"49","modularity",-0.014662502324893,0.00257271792701747,0.0000001312920172693,"Structure","ROC-AUC","****"
"50","connectance",0.0133274038394709,0.00291573614304669,0.0000264968474752943,"Structure","ROC-AUC","****"
"51","mass_skewness",-0.0162037824540917,0.00358695856416573,0.0000287733504091677,"Structure","ROC-AUC","****"
"52","deg_assort_ii",-0.0110882346608934,0.00263374559037944,0.0000940391998175479,"Structure","ROC-AUC","****"
"53","max_log_mass",-0.010018355537763,0.00273528432583634,0.000726433739835261,"Structure","ROC-AUC","***"
"54","deg_assort_oi",0.00901505829316518,0.00264980059582512,0.00167988408285707,"Structure","ROC-AUC","**"
"55","num_attr",-0.00980575967107723,0.00359772625815035,0.0136281390899313,"Structure","ROC-AUC","*"
"56","assort_mass",-0.00796420093326409,0.00326093437389484,0.0257183253682608,"Structure","ROC-AUC","*"
"57","deg_assort_oo",0.0065589212647166,0.0026724986247293,0.0257183253682608,"Structure","ROC-AUC","*"
"58","min_log_mass",-0.00747147995559052,0.00337323473144813,0.0432930111590144,"Structure","ROC-AUC","*"
"59","miss_mass_frac",-0.00573510508023054,0.00274201405037437,0.0547891153453596,"Structure","ROC-AUC",""
"60","high_tax_frac",-0.0054436715199815,0.00273330891994671,0.0651227590348741,"Structure","ROC-AUC",""
"61","clustering_coefficient",-0.00438159232886261,0.00298331187550925,0.18507068380821,"Structure","ROC-AUC",""
"62","assort_mov",-0.0040348620190767,0.00309506068883849,0.2363767963315,"Structure","ROC-AUC",""
"63","parasitic_removal",-0.00306676721342839,0.00272301550982776,0.302216387868992,"Structure","ROC-AUC",""
"64","avg_degree",-0.000972776646602299,0.00456183270291222,0.870874410405787,"Structure","ROC-AUC",""
"65","deg_assort_io",-0.000627088005179907,0.0027263089269077,0.870874410405787,"Structure","ROC-AUC",""
"66","assort_met",-0.000352346814379034,0.00275598292936264,0.898358824167028,"Structure","ROC-AUC",""
"67","connectance",0.102005524863234,0.0106328771618855,0.00000000000000000963084830023281,"Full","PR-AUC","****"
"68","miss_mass_frac",-0.0848004691189874,0.00999550029731525,0.0000000000000129218833891481,"Full","PR-AUC","****"
"69","avg_degree",0.11900630614515,0.0170704233940412,0.000000000158246228498751,"Full","PR-AUC","****"
"70","modularity",-0.0697352864129574,0.0101822870615956,0.000000000249280237150763,"Full","PR-AUC","****"
"71","median_log_mass",-0.057841275900328,0.010337599418022,0.000000226226674104538,"Full","PR-AUC","****"
"72","max_log_mass",-0.0582121353375082,0.0107890967113027,0.000000524956687070859,"Full","PR-AUC","****"
"73","unclassified_tax_frac",-0.0609621656230268,0.0117925504377787,0.0000013845351966898,"Full","PR-AUC","****"
"74","high_tax_frac",-0.0527851192188584,0.0106907337358799,0.00000369857258721519,"Full","PR-AUC","****"
"75","mean_log_mass",-0.0502002065800921,0.0105904653411981,0.00000822996010239843,"Full","PR-AUC","****"
"76","deg_assort_oi",0.044840978067998,0.0106103802826111,0.0000703479086143037,"Full","PR-AUC","****"
"77","clustering_coefficient",0.0446921170107505,0.0118255092718771,0.00038255616209814,"Full","PR-AUC","***"
"78","cannibalistic_removal",-0.0459008913418985,0.0138315871971974,0.00187291548733523,"Full","PR-AUC","**"
"79","num_attr",-0.0430861621502677,0.0145231083865267,0.00552219554395241,"Full","PR-AUC","**"
"80","min_log_mass",-0.0375650366757633,0.013584986169659,0.00951915612695806,"Full","PR-AUC","**"
"81","assort_mov",-0.0310535028830328,0.0124256170763634,0.0190782746104688,"Full","PR-AUC","*"
"82","deg_assort_oo",0.0219366164131257,0.0108492020182558,0.0606491102724435,"Full","PR-AUC",""
"83","deg_assort_ii",-0.0184501923677032,0.010926514674382,0.119560813931193,"Full","PR-AUC",""
"84","parasitic_removal",-0.0165575978238294,0.010998701203027,0.162943543344415,"Full","PR-AUC",""
"85","assort_mass",0.0181757144930433,0.0132873817162945,0.199639221289818,"Full","PR-AUC",""
"86","deg_assort_io",0.0146591731359087,0.0109980758442077,0.201989259220465,"Full","PR-AUC",""
"87","mass_skewness",-0.0086170215154071,0.0150118709276633,0.593379832545017,"Full","PR-AUC",""
"88","assort_met",0.00562932792167354,0.011146477755708,0.61392394111728,"Full","PR-AUC",""
"89","deg_assort_oi",0.112288632229045,0.0090302628735822,0.00000000000000000000000000240706814452522,"Attribute","PR-AUC","****"
"90","modularity",-0.109502180052071,0.00920799703602667,0.0000000000000000000000000964343506112185,"Attribute","PR-AUC","****"
"91","connectance",0.108669466951599,0.0107481844452228,0.0000000000000000000686810112947145,"Attribute","PR-AUC","****"
"92","min_log_mass",0.0847505158209635,0.0131824790997429,0.00000000293867681743587,"Attribute","PR-AUC","****"
"93","deg_assort_io",0.055545381772117,0.0108144878613981,0.0000022810461207147,"Attribute","PR-AUC","****"
"94","avg_degree",0.0868162238168969,0.0182009386451136,0.0000107703968441255,"Attribute","PR-AUC","****"
"95","deg_assort_ii",-0.048195388396418,0.0108822130042045,0.0000423860449768118,"Attribute","PR-AUC","****"
"96","assort_mov",-0.0512915696498319,0.0125044975762059,0.000146949740917094,"Attribute","PR-AUC","***"
"97","miss_mass_frac",-0.0431501928479832,0.0111640530609745,0.000335780395036418,"Attribute","PR-AUC","***"
"98","deg_assort_oo",-0.0379627856396074,0.0109655236381829,0.00135909366974749,"Attribute","PR-AUC","**"
"99","mean_log_mass",0.0371888743116286,0.0110489288751158,0.00173430784927886,"Attribute","PR-AUC","**"
"100","num_attr",-0.0472572485606729,0.0148431509089233,0.00295815254926146,"Attribute","PR-AUC","**"
"101","unclassified_tax_frac",-0.0368309353467572,0.0124409389418747,0.00563237447157653,"Attribute","PR-AUC","**"
"102","assort_met",0.0310578246863863,0.0112747852552536,0.0098235420097377,"Attribute","PR-AUC","**"
"103","high_tax_frac",-0.027568123210574,0.0112898994373586,0.0223174551339946,"Attribute","PR-AUC","*"
"104","cannibalistic_removal",-0.0331117071098799,0.0143046161256118,0.0293313734371184,"Attribute","PR-AUC","*"
"105","mass_skewness",0.0327127237405525,0.0152644393645825,0.042639131000998,"Attribute","PR-AUC","*"
"106","max_log_mass",-0.0236614781445408,0.011514269851047,0.0498506509337146,"Attribute","PR-AUC","*"
"107","median_log_mass",0.0196638831476552,0.0110912527150301,0.0895086061482795,"Attribute","PR-AUC",""
"108","assort_mass",-0.0166745202030424,0.013619578593322,0.244025281671758,"Attribute","PR-AUC",""
"109","parasitic_removal",-0.00457301088346739,0.0113075867370483,0.718881778156044,"Attribute","PR-AUC",""
"110","clustering_coefficient",0.00145578019505073,0.0124108109004542,0.906704875360286,"Attribute","PR-AUC",""
"111","connectance",0.100959815631853,0.0104971463173849,0.00000000000000000804898414014823,"Structure","PR-AUC","****"
"112","miss_mass_frac",-0.0777577284453756,0.0100438929885649,0.00000000000185678282506655,"Structure","PR-AUC","****"
"113","modularity",-0.0706879068676052,0.0100149148054079,0.0000000000931717666135528,"Structure","PR-AUC","****"
"114","avg_degree",0.116758454036104,0.0168823347105254,0.000000000166139074495877,"Structure","PR-AUC","****"
"115","max_log_mass",-0.0592850283274291,0.0106239197045626,0.000000244416495421879,"Structure","PR-AUC","****"
"116","unclassified_tax_frac",-0.0609272007278894,0.0116364226816861,0.00000116553912918539,"Structure","PR-AUC","****"
"117","median_log_mass",-0.0532420915232732,0.0102850601784897,0.00000133726317290878,"Structure","PR-AUC","****"
"118","deg_assort_oi",0.051360533895873,0.0103684877730589,0.00000342808096617619,"Structure","PR-AUC","****"
"119","mean_log_mass",-0.0460314429196677,0.0105182592008317,0.0000413525827091287,"Structure","PR-AUC","****"
"120","high_tax_frac",-0.0434557996450581,0.0106969289219194,0.000137985384974769,"Structure","PR-AUC","***"
"121","num_attr",-0.0494023044156069,0.0142700017154759,0.00123573338005636,"Structure","PR-AUC","**"
"122","cannibalistic_removal",-0.0452412012752129,0.0136646502061677,0.00192347907861443,"Structure","PR-AUC","**"
"123","clustering_coefficient",0.0332716192587066,0.0118067013776846,0.00874533516999515,"Structure","PR-AUC","**"
"124","assort_mov",-0.033923573652629,0.0122447810787291,0.00937065264756941,"Structure","PR-AUC","**"
"125","deg_assort_ii",-0.0285997803599119,0.0107150195817478,0.0117886997721865,"Structure","PR-AUC","*"
"126","min_log_mass",-0.0263401162557879,0.0135082768656484,0.071718213291811,"Structure","PR-AUC",""
"127","deg_assort_io",0.0200446217475549,0.0108335564152412,0.084515473604813,"Structure","PR-AUC",""
"128","parasitic_removal",-0.0154930220048182,0.0108694281874224,0.189609663576676,"Structure","PR-AUC",""
"129","deg_assort_oo",0.0141753483723245,0.0107609195606669,0.218597937220181,"Structure","PR-AUC",""
"130","assort_mass",0.00955043236401849,0.0131565293930148,0.509694003398714,"Structure","PR-AUC",""
"131","mass_skewness",-0.0103295216710864,0.0148253896842819,0.509694003398714,"Structure","PR-AUC",""
"132","assort_met",0.00704797652847378,0.0110080334972198,0.522515992393718,"Structure","PR-AUC",""
