"","feature_name","coef_estimate","coef_std_error","coef_p_adjusted","model","metric","significance"
"63","min_log_mass",-0.00515166677974314,0.00495805433589602,0.417177100445922,"Structure","ROC-AUC",""
"64","clustering_coefficient",0.00343256699718219,0.00501496616738145,0.638554272427333,"Structure","ROC-AUC",""
"65","deg_assort_ii",-0.00143956665362267,0.00505206428182282,0.894634231420914,"Structure","ROC-AUC",""
"66","num_attr",-0.00156842483727469,0.00505058864383252,0.894634231420914,"Structure","ROC-AUC",""
"67","assort_mass",0.000723926953155895,0.00505795440985375,0.904037621604283,"Structure","ROC-AUC",""
"68","unclassified_tax_frac",0.000615844064212163,0.0050585049457409,0.904037621604283,"Structure","ROC-AUC",""
"69","max_log_mass",-0.000911801594666731,0.00505678584904864,0.904037621604283,"Structure","ROC-AUC",""
"70","high_tax_frac",-0.273781833070215,0.0219264234318623,0.0000000000397619047158145,"Full","PR-AUC","****"
"71","miss_mass_frac",-0.269939045951956,0.0236881768197858,0.000000000150221477036695,"Full","PR-AUC","****"
"72","connectance",0.268448384877467,0.024330991580313,0.000000000201919180320321,"Full","PR-AUC","****"
"73","modularity",-0.248261307536811,0.031514822188411,0.000000135640859084081,"Full","PR-AUC","****"
"74","deg_assort_oo",0.219034741077786,0.0389675621894083,0.0000302739248467772,"Full","PR-AUC","****"
"75","deg_assort_io",-0.17658587581472,0.046522901614061,0.00304654965888745,"Full","PR-AUC","**"
"76","clustering_coefficient",0.15483816662138,0.0494125503498404,0.0139487823531794,"Full","PR-AUC","*"
"77","avg_degree",0.149031957813287,0.05009450178143,0.0179772065828746,"Full","PR-AUC","*"
"78","assort_mov",-0.119916516839318,0.0530154151260813,0.0742728277737692,"Full","PR-AUC",""
"79","mass_skewness",0.121824166776622,0.0528478708055983,0.0742728277737692,"Full","PR-AUC",""
"80","deg_assort_oi",0.117887414010811,0.0531901591876069,0.0744894947202441,"Full","PR-AUC",""
"81","max_log_mass",-0.10829607566804,0.0539688019819484,0.105976816110513,"Full","PR-AUC",""
"82","unclassified_tax_frac",0.105557987960357,0.054177050369206,0.11011409769573,"Full","PR-AUC",""
"83","log_num_nodes",-0.101048060604809,0.054506792351836,0.115947048955447,"Full","PR-AUC",""
"84","assort_mass",0.100892245227715,0.0545178926625661,0.115947048955447,"Full","PR-AUC",""
"85","mean_log_mass",-0.0965754181855281,0.0548177574678567,0.129183837960578,"Full","PR-AUC",""
"86","num_attr",-0.0819232430777865,0.055727718389799,0.20773506334233,"Full","PR-AUC",""
"87","median_log_mass",-0.0797372451296235,0.0558495344708137,0.211185463071902,"Full","PR-AUC",""
"88","deg_assort_ii",-0.0584277178582744,0.0568542884731551,0.379583767049014,"Full","PR-AUC",""
"89","parasitic_removal",0.0540568712067902,0.0570203458802766,0.404620913897333,"Full","PR-AUC",""
"90","cannibalistic_removal",0.0487163966263206,0.0572051550852047,0.440512868104352,"Full","PR-AUC",""
"91","min_log_mass",0.0190002755802009,0.0578776729917736,0.779205190448032,"Full","PR-AUC",""
"92","assort_met",-0.0151480184857345,0.0579213653992633,0.795746557460783,"Full","PR-AUC",""
"93","modularity",-0.189665046008178,0.0204780824750121,0.0000000117407434076147,"Attribute","PR-AUC","****"
"94","deg_assort_oo",0.189724127669429,0.0204570219894021,0.0000000117407434076147,"Attribute","PR-AUC","****"
"95","high_tax_frac",-0.180930583119909,0.0233205935547255,0.000000239828411348266,"Attribute","PR-AUC","****"
"96","deg_assort_io",-0.165375237419647,0.0274050872129385,0.0000129531244632558,"Attribute","PR-AUC","****"
"97","connectance",0.163295596591426,0.0278806013477547,0.0000163905904750709,"Attribute","PR-AUC","****"
"98","miss_mass_frac",-0.160501330168513,0.0284978414159677,0.0000245082772823859,"Attribute","PR-AUC","****"
"99","deg_assort_oi",0.129817303511461,0.0339815819992615,0.00245066176021479,"Attribute","PR-AUC","**"
"100","mean_log_mass",-0.126016987640448,0.0345274121373705,0.00332708490312634,"Attribute","PR-AUC","**"
"101","unclassified_tax_frac",0.108028125720373,0.0367977330712808,0.0147580619376703,"Attribute","PR-AUC","*"
"102","max_log_mass",-0.109562382931118,0.0366228503343555,0.0147580619376703,"Attribute","PR-AUC","*"
"103","median_log_mass",-0.107726475246703,0.0368317299539375,0.0147580619376703,"Attribute","PR-AUC","*"
"104","mass_skewness",0.104632886419985,0.037173158826112,0.017599673346138,"Attribute","PR-AUC","*"
"105","log_num_nodes",-0.0800846408742421,0.0394492996825411,0.0932346622161717,"Attribute","PR-AUC",""
"106","deg_assort_ii",-0.0788237226405064,0.0395468557704583,0.0933711909141088,"Attribute","PR-AUC",""
"107","avg_degree",0.0687579186417634,0.0402627556040058,0.14317781682725,"Attribute","PR-AUC",""
"108","assort_mass",0.069243979865142,0.0402307045665317,0.14317781682725,"Attribute","PR-AUC",""
"109","clustering_coefficient",0.0603599850966514,0.0407773741395344,0.204061366737243,"Attribute","PR-AUC",""
"110","assort_mov",-0.0440636682323602,0.0415721667369764,0.381957543601398,"Attribute","PR-AUC",""
"111","min_log_mass",-0.0425754775239109,0.0416317680102234,0.382388983334496,"Attribute","PR-AUC",""
"112","assort_met",0.0225196762439015,0.0422305222591718,0.688143574646725,"Attribute","PR-AUC",""
"113","parasitic_removal",0.0126079808897982,0.0423887761375194,0.803428333041829,"Attribute","PR-AUC",""
"114","cannibalistic_removal",0.0141175440910453,0.0423704691402605,0.803428333041829,"Attribute","PR-AUC",""
"115","num_attr",0.00787964204194832,0.0424327020689882,0.854123214257971,"Attribute","PR-AUC",""
"116","high_tax_frac",-0.258467072349808,0.0224520922731356,0.000000000240604941679638,"Structure","PR-AUC","****"
"117","miss_mass_frac",-0.251742632611179,0.0252200942843892,0.00000000253216211353513,"Structure","PR-AUC","****"
"118","connectance",0.250447785934121,0.0257111481681614,0.00000000280020202093761,"Structure","PR-AUC","****"
