id met_invertebrate met_primary_producer mov_sessile mov_other mov_swimming mov_walking log_mass
0 0 1 1 0 0 0 -3.642065152999546
1 1 0 0 0 0 1 1.8950908969343994
2 1 0 0 0 1 0 -0.7896814801737682
3 1 0 0 0 0 1 -0.7194216296319237
4 1 0 0 0 0 1 -1.2104192878355744
5 1 0 0 0 0 1 -0.14290884532648623
6 0 1 1 0 0 0 -3.642065152999546
7 1 0 1 0 0 0 0.32444708550508605
8 0 1 0 1 0 0 -4.0
9 1 0 0 0 1 0 -3.0
10 0 1 1 0 0 0 -3.642065152999546
