"","feature_name","mean_coef","mean_coef_se","mean_coef_conf_low","mean_coef_conf_high","mean_coef_zvalue","mean_coef_pvalue","p_adjusted","model","metric","significance"
"1","log_num_nodes",1.08065151618476,0.0679291054243895,0.947510469552959,1.21379256281657,15.9085197638531,0.00000000000000000000000000000000000000000000000000000000553056841317116,0.000000000000000000000000000000000000000000000000000000127203073502937,"Full","ROC-AUC","****"
"2","avg_degree",1.27234038947009,0.0826702452603254,1.11030670875985,1.43437407018033,15.3905481405497,0.0000000000000000000000000000000000000000000000000000189420815739011,0.000000000000000000000000000000000000000000000000000217833938099862,"Full","ROC-AUC","****"
"3","unclassified_tax_frac",-0.880474148854982,0.0916888101954916,-1.06018421683815,-0.700764080871818,-9.60285281243921,0.000000000000000000000777617468186689,0.00000000000000000000596173392276461,"Full","ROC-AUC","****"
"4","connectance",-0.941391842426291,0.104678232608497,-1.14656117833895,-0.736222506513637,-8.99319580554204,0.000000000000000000240143893679886,0.00000000000000000138082738865935,"Full","ROC-AUC","****"
"5","miss_mass_frac",-0.880615249731662,0.0989426820965327,-1.07454290664087,-0.686687592822458,-8.90025650277498,0.000000000000000000557177724720022,0.0000000000000000025630175337121,"Full","ROC-AUC","****"
"6","mean_log_mass",-0.783741395565217,0.122603670890531,-1.02404459051066,-0.543438200619776,-6.3924790332338,0.000000000163217613571255,0.00000000062566751868981,"Full","ROC-AUC","****"
"7","median_log_mass",-0.801493060767109,0.126606117816818,-1.04964105168807,-0.553345069846146,-6.33060293284374,0.000000000244205041633682,0.000000000802387993939241,"Full","ROC-AUC","****"
"8","clustering_coefficient",0.801083931751632,0.139228056232508,0.528196941535916,1.07397092196735,5.75375361424164,0.00000000872833423884818,0.0000000250939609366885,"Full","ROC-AUC","****"
"9","max_log_mass",-0.692820289563688,0.128721615164812,-0.945114655286719,-0.440525923840656,-5.38231507332018,0.0000000735339064650428,0.000000187919983188443,"Full","ROC-AUC","****"
"10","min_log_mass",-0.913492680690758,0.178152455656519,-1.26267149377753,-0.564313867603981,-5.12758961039521,0.000000293475303477548,0.000000674993197998361,"Full","ROC-AUC","****"
"11","deg_assort_io",0.651530631564332,0.138801286964069,0.379480109114757,0.923581154013907,4.69398120013824,0.00000267938667911212,0.00000560235396541625,"Full","ROC-AUC","****"
"12","mass_skewness",-0.572970220993629,0.138181250320023,-0.843805471620874,-0.302134970366384,-4.14651206054838,0.0000337578405913563,0.0000647025278000995,"Full","ROC-AUC","****"
"13","high_tax_frac",0.566029185776032,0.158897207896828,0.25459065829825,0.877467713253814,3.56223493960672,0.000367711089790431,0.000650565774244608,"Full","ROC-AUC","***"
"14","modularity",0.508306577180391,0.172965772146142,0.169293663773953,0.847319490586829,2.93876973966221,0.00329517782476248,0.0054135064263955,"Full","ROC-AUC","**"
"15","cannibalistic_removal",0.536885307119458,0.198183469556113,0.148445706789477,0.92532490744944,2.70903172863994,0.00674798862088126,0.0103469158853513,"Full","ROC-AUC","*"
"16","parasitic_removal",0.344902939812712,0.205183653174904,-0.0572570204100989,0.747062900035523,1.68094745597842,0.0927731210522849,0.13336136151266,"Full","ROC-AUC",""
"17","deg_assort_ii",0.274485383760729,0.167482948790222,-0.0537811958681069,0.602751963389564,1.63888554472808,0.101237098768847,0.136967839510793,"Full","ROC-AUC",""
"18","assort_mass",0.258330319842395,0.17067263932808,-0.0761880532406421,0.592848692925432,1.51360124774196,0.130127004486328,0.166273394621419,"Full","ROC-AUC",""
"19","assort_mov",0.272643080482084,0.183908604986264,-0.0878177852909934,0.633103946255162,1.48249224391892,0.138209365826769,0.167306074421878,"Full","ROC-AUC",""
"20","assort_met",0.157094665545304,0.177282531837426,-0.190379096856051,0.504568427946658,0.886126026727578,0.375549619546113,0.43188206247803,"Full","ROC-AUC",""
"21","deg_assort_oo",-0.151997937970917,0.186542737135365,-0.517621702756231,0.213625826814398,-0.814815630482679,0.41517785253506,0.454718600395542,"Full","ROC-AUC",""
"22","num_attr",0.0921664556592029,0.187009326258003,-0.274371823806484,0.458704735124889,0.492844167205049,0.6221227002363,0.650401004792496,"Full","ROC-AUC",""
"23","deg_assort_oi",0.0298552331238464,0.184320747206783,-0.331413431401449,0.391123897649142,0.161974349476528,0.871326053265821,0.871326053265821,"Full","ROC-AUC",""
"24","parasitic_removal",0.270536113954052,0.0562336956744069,0.160318070432215,0.38075415747589,4.81092538396297,0.00000150233098841395,0.0000345536127335208,"Attribute","ROC-AUC","****"
"25","connectance",-0.212917102918984,0.0555228913427176,-0.321741969950711,-0.104092235887257,-3.83476252352824,0.000125685668290578,0.00101808028283422,"Attribute","ROC-AUC","**"
"26","min_log_mass",-0.225029746767266,0.0588895017808478,-0.340453170257728,-0.109606323276804,-3.82122008103744,0.000132793080369681,0.00101808028283422,"Attribute","ROC-AUC","**"
"27","log_num_nodes",0.205716223465252,0.056989724335345,0.0940163637679757,0.317416083162528,3.60970729134878,0.000306542721983731,0.00176262065140645,"Attribute","ROC-AUC","**"
"28","unclassified_tax_frac",-0.184228907846914,0.0583322086370241,-0.298560036775481,-0.0698977789183467,-3.15827074186904,0.00158708086383263,0.00730057197363011,"Attribute","ROC-AUC","**"
"29","avg_degree",0.183920809328722,0.063078336544215,0.0602872697020602,0.307554348955383,2.91575237086035,0.00354832004136089,0.0136018934918834,"Attribute","ROC-AUC","*"
"30","modularity",0.168723660019202,0.0637674673844579,0.0437394239456641,0.293707896092739,2.64592066989201,0.00814689197159899,0.0267683593352538,"Attribute","ROC-AUC","*"
